SIZE_BREAKDOWN_ID,PRODUCTION_ID,SIZE_BAND,QUANTITY
759ee6a9-7fde-189b-0ac4-5fa40728f424,1c9de8c8-9e95-7683-fd16-3851b73c42f7,PeeWee,21.65
71668839-f981-171d-5453-fb5cc1246a73,4a3107ae-273b-7acc-a0e6-1776986ddf70,Jumbo,15.39
7bc773ef-b1d0-4175-c1a9-164314abdd41,4a3107ae-273b-7acc-a0e6-1776986ddf70,Medium,9.29
86f5bcdb-c497-9205-334d-ce6d65b4b5ff,4a3107ae-273b-7acc-a0e6-1776986ddf70,PeeWee,15.15
7f290736-197d-44f2-4cb9-cd2285bcc9ce,a8a19a45-7fe2-ea80-99b6-95cec046ef9c,Jumbo,18.21
fed4afc4-c7a1-8ab1-4721-85922f42cc7a,a8a19a45-7fe2-ea80-99b6-95cec046ef9c,Large,25.8
e1f67743-0842-0a66-3e06-318b49824efa,a8a19a45-7fe2-ea80-99b6-95cec046ef9c,Small,11.3
97a017d0-1c65-7419-ab0a-877a2d1a6b46,a8a19a45-7fe2-ea80-99b6-95cec046ef9c,PeeWee,20.26
9a4e8a4f-f033-e7e5-3e03-617727988d61,2d66893b-6626-42fb-e6f9-bf277653e8f1,Jumbo,9.13
66158b1a-c6cd-2882-a390-f8097a78d860,2d66893b-6626-42fb-e6f9-bf277653e8f1,Extra Large,19.15
2b15ee39-6500-df20-49c6-cd89e4700f76,2d66893b-6626-42fb-e6f9-bf277653e8f1,Large,12.14
9e74d9e9-f99a-2d6b-8a82-40775b6c947e,2d66893b-6626-42fb-e6f9-bf277653e8f1,Small,16.04
d3991b2a-f3f9-67e2-5bd2-133cc2da772f,2d66893b-6626-42fb-e6f9-bf277653e8f1,PeeWee,12.53
636ae346-622f-b435-c7ea-a9ecab459cf3,8fa33c2b-252e-066f-5791-4a24d428edaf,Jumbo,16.98
4b1ec062-1ff5-3ab0-0652-27315ec250bc,8fa33c2b-252e-066f-5791-4a24d428edaf,Extra Large,12.13
d6c4c0ba-b725-184b-1d69-cb8ab53c14fa,8fa33c2b-252e-066f-5791-4a24d428edaf,Large,44.23
61c03e10-5e8c-5b9f-41ec-ceae6592058f,8fa33c2b-252e-066f-5791-4a24d428edaf,Medium,33.81
af596b2f-f06b-d30f-ee32-5d3dc613ff43,8fa33c2b-252e-066f-5791-4a24d428edaf,PeeWee,52.7
ba4a871e-9079-c32b-b6fe-71ab0f054bb3,4f62017a-1477-34c4-0818-897d588e47ca,Jumbo,5.55
93133d86-a2ac-1012-3196-0fccd2c7bbbf,4f62017a-1477-34c4-0818-897d588e47ca,Large,11.32
5e8565ce-196d-c711-6137-8e28658c157d,4f62017a-1477-34c4-0818-897d588e47ca,Medium,17.94
cecaa7e6-0b3d-03eb-4655-26f13bf0b871,4f62017a-1477-34c4-0818-897d588e47ca,Small,2.29
47f9cec3-f764-2195-f5a2-227e01f361ea,4f62017a-1477-34c4-0818-897d588e47ca,PeeWee,24.04
423014ab-b62a-1a55-fd14-ba85ba816b11,ac0ddabc-454e-5ff3-7f4f-2abc8cfc3521,Jumbo,26.69
e9791e44-f324-cd61-986e-39b80f631d98,ac0ddabc-454e-5ff3-7f4f-2abc8cfc3521,Large,5.7
af61d07b-a884-240e-8320-ecf462aae50d,ac0ddabc-454e-5ff3-7f4f-2abc8cfc3521,Medium,25.2
918a1faf-87fb-b119-6dc9-cac6509a3199,ac0ddabc-454e-5ff3-7f4f-2abc8cfc3521,PeeWee,22.81
422e2f7a-e17c-d1ff-3614-5bc1ac2c5989,758d95a6-d503-273e-ed6c-e21624b6dda6,Jumbo,5.61
60de9b40-9bc4-b579-61ff-9bcd0b981846,758d95a6-d503-273e-ed6c-e21624b6dda6,Extra Large,7.03
c01d9d00-2e12-182d-1279-a4b65026855b,758d95a6-d503-273e-ed6c-e21624b6dda6,Large,3.58
20e6c1b6-b3a5-2d6f-2722-28382befe5ea,758d95a6-d503-273e-ed6c-e21624b6dda6,Medium,10.49
62944b59-8f58-4b99-ef23-0b2ee4c68890,758d95a6-d503-273e-ed6c-e21624b6dda6,PeeWee,11.07
384c3381-8d04-8cf2-e0a9-c9247d6c1209,e06340a1-4c90-115f-36cc-adbfd467ab7a,Extra Large,13.05
92007eb7-094f-cb4b-9a6c-3eed2323ebdf,e06340a1-4c90-115f-36cc-adbfd467ab7a,Small,38.01
bc399f62-5d68-939a-7786-2e2851beba8f,e06340a1-4c90-115f-36cc-adbfd467ab7a,PeeWee,6.6
77cfdce5-8c81-74a6-50f4-daa8aea8e6fa,826d76a0-1392-2629-b359-1ee8d19b81dd,Jumbo,16.39
3f5141c9-f122-6ceb-119c-418cf34978d3,826d76a0-1392-2629-b359-1ee8d19b81dd,Extra Large,27.2
3a5bae31-5e4b-f70f-72c5-f45db250273e,826d76a0-1392-2629-b359-1ee8d19b81dd,Large,35.61
d6f85552-7b78-f828-2ef1-461a4b8f0c51,826d76a0-1392-2629-b359-1ee8d19b81dd,Medium,18.0
ca19d277-bc2e-3911-32df-b48ac37de538,826d76a0-1392-2629-b359-1ee8d19b81dd,Small,22.64
023620dc-a844-0d0e-510a-c99c3df5be7d,826d76a0-1392-2629-b359-1ee8d19b81dd,PeeWee,7.2
fd5b4536-f3da-0133-bab0-76687f7d203a,22c82e26-ae2f-8df5-c2be-000a723b259e,Jumbo,35.53
21c9726a-2162-56d3-9e46-b408f022ef44,22c82e26-ae2f-8df5-c2be-000a723b259e,PeeWee,4.26
23d41273-9122-0b18-c578-3a6eb2b4ed81,64552f3c-0928-8358-93be-57b3544f5168,Jumbo,9.63
bd12ebd5-cdd1-bef4-b0c9-46eda4d0e59b,64552f3c-0928-8358-93be-57b3544f5168,Extra Large,20.53
35bc8b13-cee1-c203-5751-fe8066372362,64552f3c-0928-8358-93be-57b3544f5168,Large,24.26
61720809-5024-e3ce-16c8-abf628834b5f,64552f3c-0928-8358-93be-57b3544f5168,Medium,34.93
bf5b5e9f-1ac6-b05f-f359-7538323c879b,64552f3c-0928-8358-93be-57b3544f5168,Small,24.6
b04bc77e-449e-2e7b-4c35-de1ea499a518,64552f3c-0928-8358-93be-57b3544f5168,PeeWee,16.33
2762d998-8ba4-e738-5e47-e9317a61abf0,fcc08b90-5cce-c6ff-5778-dd57f35d0be6,Jumbo,2.74
34636ad7-8897-04d8-cab7-9c266701533c,fcc08b90-5cce-c6ff-5778-dd57f35d0be6,Extra Large,3.02
ec2e2813-d58e-fd38-eb29-d7be9472ec17,fcc08b90-5cce-c6ff-5778-dd57f35d0be6,Medium,7.77
b4c68076-5856-f576-9bf3-294f21968042,fcc08b90-5cce-c6ff-5778-dd57f35d0be6,PeeWee,14.3
12007299-8705-8ba4-899d-740f43200507,32058e7a-8db5-58d9-59e5-feef34f0a3f4,Jumbo,5.54
1f928c25-1343-ab35-df42-d36aee3a2d41,32058e7a-8db5-58d9-59e5-feef34f0a3f4,Extra Large,27.02
fb21f1bf-f966-7218-1d2d-e8534f59b4ce,32058e7a-8db5-58d9-59e5-feef34f0a3f4,Large,37.24
520aa10d-a030-7a95-96c4-70b27a833aa3,32058e7a-8db5-58d9-59e5-feef34f0a3f4,Medium,67.29
585e5f9a-2ba2-adb5-3d38-a470bfc6f3ea,32058e7a-8db5-58d9-59e5-feef34f0a3f4,Small,6.55
d140c1cd-dec4-2e55-5c15-6395774cbdea,22f0ba22-cc6a-1f68-212a-6587b10b099b,Jumbo,2.48
37095acd-820c-4f90-f999-f635dbb6951a,22f0ba22-cc6a-1f68-212a-6587b10b099b,Extra Large,30.5
c86aac30-d5c2-f436-ae8f-9cd71ac4c38a,22f0ba22-cc6a-1f68-212a-6587b10b099b,Small,16.17
a69528f4-c53c-efdd-74f0-504e87780278,22f0ba22-cc6a-1f68-212a-6587b10b099b,PeeWee,10.97
0a6cb08b-c85f-129b-5256-d293e2a44d9c,226ff813-c8a6-f043-51f3-0b548a9fb9b2,Jumbo,7.58
f46c1cef-10fd-9b15-fdd8-6f1f9029e8bc,226ff813-c8a6-f043-51f3-0b548a9fb9b2,Extra Large,12.09
b5aa3320-1d16-e8b0-3b82-7c8534d63cb6,226ff813-c8a6-f043-51f3-0b548a9fb9b2,Medium,10.36
a8160971-849c-2beb-8333-cf512de59cde,226ff813-c8a6-f043-51f3-0b548a9fb9b2,Small,8.63
13553f08-fdfd-c692-1b55-9da84b4fa61c,226ff813-c8a6-f043-51f3-0b548a9fb9b2,PeeWee,8.0
41a187b1-fa8f-f4c9-0077-49b36ef0b357,e57cef50-22cc-9d48-8a89-1257c50dd09f,Jumbo,18.24
e74b2cc0-0878-fd9d-e2c1-cf229bbab514,e57cef50-22cc-9d48-8a89-1257c50dd09f,Extra Large,41.94
3a5fa2c2-f456-3071-4b55-7ddd2793bd9a,e57cef50-22cc-9d48-8a89-1257c50dd09f,Medium,38.96
75fb15c6-ef6a-7649-5cb1-89f8b18ffba6,e57cef50-22cc-9d48-8a89-1257c50dd09f,Small,28.89
8f789a8c-629b-f463-97f8-dcd1c4b69550,e57cef50-22cc-9d48-8a89-1257c50dd09f,PeeWee,28.53
970e55e5-2281-43e8-722e-5b3f9ec0ced2,3b234eb2-77d6-0696-5142-436d539860fc,Jumbo,10.9
4af4ecc5-0cd5-8553-5a24-642b8e7327c2,3b234eb2-77d6-0696-5142-436d539860fc,Large,6.51
225828b4-94ac-713a-c226-556929355d74,3b234eb2-77d6-0696-5142-436d539860fc,Medium,10.39
c3f76732-997a-6124-647c-dde8be4700c5,3b234eb2-77d6-0696-5142-436d539860fc,Small,14.6
8dc6deb5-f5c1-9c8a-f532-12a29d391c34,3b234eb2-77d6-0696-5142-436d539860fc,PeeWee,12.44
86d432fa-e56c-319b-7d0e-f1829a6225da,b66412a2-13f4-83b0-d9e5-1f2f56c6e0d8,Extra Large,22.36
0b6c83a4-961e-9152-85d1-f475d05eadc5,b66412a2-13f4-83b0-d9e5-1f2f56c6e0d8,Large,6.22
7202174f-a43b-509b-dc63-602812b74822,b66412a2-13f4-83b0-d9e5-1f2f56c6e0d8,Medium,2.5
8a5d6c68-6d52-530a-cf0d-ced56214350c,d4e1c085-9862-3905-2274-bf1c61827bc0,Jumbo,17.5
b1ca3f20-2738-47e7-4360-b9a571fc9402,d4e1c085-9862-3905-2274-bf1c61827bc0,Medium,8.37
c074a074-b81f-f556-ec23-40439ae6fa50,d4e1c085-9862-3905-2274-bf1c61827bc0,Small,25.11
e7292050-202c-842f-3b58-feee133ff825,d4e1c085-9862-3905-2274-bf1c61827bc0,PeeWee,6.23
f70d21ae-35a2-52cf-7590-912d2c68fb61,3321bdb7-2d6e-dfaa-057d-d6c06ff0a253,Small,9.85
c2f7e491-efa0-5e84-6276-7bc8f505a7e8,3321bdb7-2d6e-dfaa-057d-d6c06ff0a253,PeeWee,10.66
56737542-8ba6-8adf-e916-fadc95905b74,f0f209f7-d15f-640e-3fe3-6345edcd8f03,Jumbo,67.54
bc3352e2-f93b-5e86-952a-3f118d383d63,f0f209f7-d15f-640e-3fe3-6345edcd8f03,Extra Large,68.2
c415063b-623b-07ee-ff63-ae760769d6e8,f0f209f7-d15f-640e-3fe3-6345edcd8f03,Large,14.29
94202aef-2a03-21e0-2aa6-8d6693659ae1,f0f209f7-d15f-640e-3fe3-6345edcd8f03,Medium,12.32
192800eb-2b3f-6214-dfe1-182c7c72b72a,f0f209f7-d15f-640e-3fe3-6345edcd8f03,Small,42.54
70907cc5-a66e-1b41-9559-9a5c886bb0cf,f0f209f7-d15f-640e-3fe3-6345edcd8f03,PeeWee,6.78
44f24b57-3e93-0163-e9f0-1e42a5a0108f,c0ac677c-f91e-42a6-c3db-4a483ec7f403,Large,17.6
9f7db7ed-0381-8b12-0893-1c013e5e8a7d,c0ac677c-f91e-42a6-c3db-4a483ec7f403,Medium,50.93
8fba6ab9-b6d2-f65e-e123-3812f32e4555,c0ac677c-f91e-42a6-c3db-4a483ec7f403,Small,42.06
0f36305c-4028-f067-479f-9ca20e973d2f,c0ac677c-f91e-42a6-c3db-4a483ec7f403,PeeWee,29.31
afe15c1d-dbd0-c54e-f1fd-93355b616f18,17a56100-9de6-4414-cba1-b4b0c84ff87f,Extra Large,12.12
4507ac85-5086-737a-eb42-985316ef148a,17a56100-9de6-4414-cba1-b4b0c84ff87f,Medium,48.92
07bf88d3-e551-27c1-71a9-f3f39500bf2d,17a56100-9de6-4414-cba1-b4b0c84ff87f,Small,23.62
89120503-7d3b-e405-6cdc-df8b67910c51,17a56100-9de6-4414-cba1-b4b0c84ff87f,PeeWee,16.89
47239aa3-4bc5-4d08-ac11-9b1dca1f5b56,c7f6327b-09a5-7725-81ee-7d6fb29f7603,Extra Large,40.25
be94859b-a691-053b-f5fa-c9066ba8d282,c7f6327b-09a5-7725-81ee-7d6fb29f7603,PeeWee,18.65
8bc4bd4e-2a07-07b0-1dc1-4cc236852d2d,fd3e3c09-3ea1-f15f-0420-48c414b75bee,Jumbo,22.88
abd7cbcd-3140-3989-3cba-c6ecd3d48fc2,fd3e3c09-3ea1-f15f-0420-48c414b75bee,Large,40.49
41c3916d-db51-5202-f0fc-95952f676748,fd3e3c09-3ea1-f15f-0420-48c414b75bee,Small,3.94
8a0d8018-3b66-2e8c-fc77-a8098d4c56d3,24d63d49-080a-68ce-e370-a2da6e8d52f8,Jumbo,16.0
2157fd21-21ea-1b2b-469a-08b0c4538327,24d63d49-080a-68ce-e370-a2da6e8d52f8,Extra Large,4.65
b3ada660-a15c-f30c-7261-47175c0c8db1,24d63d49-080a-68ce-e370-a2da6e8d52f8,Large,11.53
5a7b4d93-7460-8c44-119e-70050db95c88,24d63d49-080a-68ce-e370-a2da6e8d52f8,Small,10.63
542ba68d-9db9-52cd-1f0f-94e194a03503,24d63d49-080a-68ce-e370-a2da6e8d52f8,PeeWee,4.23
169a8cad-2d4b-f3c6-a910-fcdae9a8c4e3,fe94096a-c4ec-f9d5-b83b-50b917007cf1,Extra Large,54.79
b39a2240-3d18-566e-46a9-b7759e344b0a,fe94096a-c4ec-f9d5-b83b-50b917007cf1,Large,34.94
e4566ff1-8409-4f2b-8592-3ea0540d1cba,fe94096a-c4ec-f9d5-b83b-50b917007cf1,Medium,40.95
0bb38193-313e-4198-0796-0e492a120c0e,fe94096a-c4ec-f9d5-b83b-50b917007cf1,Small,20.38
efa5c273-b86e-3009-f70d-b324fb8f3548,e3e6e2cc-b0e4-a5fd-a8a1-cf1105a5bd5e,Jumbo,40.06
6c33acc2-e680-6b8b-c680-068fb3e86eb8,e3e6e2cc-b0e4-a5fd-a8a1-cf1105a5bd5e,Extra Large,40.48
2903951e-71fc-23bd-f5af-a0a15c5901ba,e3e6e2cc-b0e4-a5fd-a8a1-cf1105a5bd5e,Large,9.16
a270130b-abaf-11fb-6b91-bde236947d3a,e3e6e2cc-b0e4-a5fd-a8a1-cf1105a5bd5e,Medium,4.45
31cfaa2b-7521-e928-e6cf-326b0e2ca59b,e3e6e2cc-b0e4-a5fd-a8a1-cf1105a5bd5e,PeeWee,53.78
b3666be0-371d-2fd6-5ed9-74ecec2bfea4,fdc58c67-7d79-5732-a529-2e964a6cff27,Extra Large,57.01
38459dc2-49c5-ee58-4309-fe5a2485728b,fdc58c67-7d79-5732-a529-2e964a6cff27,Small,24.13
c481c91f-46d9-11ec-b23d-a8213f2ac1f4,fdc58c67-7d79-5732-a529-2e964a6cff27,PeeWee,13.77
b247601e-a841-43cc-825f-c305542ac90b,03c5963b-ffbd-9dbe-9b1e-1ac63b8a1c21,Jumbo,48.49
c3662542-1543-d36c-79d0-14aa61983673,03c5963b-ffbd-9dbe-9b1e-1ac63b8a1c21,Extra Large,25.99
a3b9f500-2e8a-78ac-57b3-151b129ff3f8,03c5963b-ffbd-9dbe-9b1e-1ac63b8a1c21,Large,37.94
c7de9416-be36-74d1-f3dd-fec8fca493a6,03c5963b-ffbd-9dbe-9b1e-1ac63b8a1c21,Small,25.27
5d1204da-6ac2-7265-31dd-e7ba2e98f2d9,03c5963b-ffbd-9dbe-9b1e-1ac63b8a1c21,PeeWee,5.73
416885f6-76cf-be92-e82f-8f19361f4199,4064a6cc-7c17-4b82-41bc-c552cc2dd390,Jumbo,2.18
0e9d9759-3453-b9f0-7577-befb5d8c702c,4064a6cc-7c17-4b82-41bc-c552cc2dd390,Extra Large,10.3
4daad971-c583-5e89-a935-2f8cd9388451,4064a6cc-7c17-4b82-41bc-c552cc2dd390,Medium,10.83
affe737a-3684-c566-8d66-08dce78f5f8a,4064a6cc-7c17-4b82-41bc-c552cc2dd390,PeeWee,14.3
0359889e-7130-9a6d-cf79-f2a1e5c7f7e1,568abc56-6ab3-b680-9de7-5cc3b239f2b9,Jumbo,12.28
8e8a6a5b-f5c7-3b5c-ea40-7401f479cd62,568abc56-6ab3-b680-9de7-5cc3b239f2b9,Extra Large,12.12
0d581da4-9459-1573-49df-0fe99434b5ed,568abc56-6ab3-b680-9de7-5cc3b239f2b9,Large,10.94
305709a6-aefa-7fd5-2fe2-d762dfeb46d2,568abc56-6ab3-b680-9de7-5cc3b239f2b9,Medium,77.38
d000db5f-1c68-22b0-e6cb-03ef19b53e6e,568abc56-6ab3-b680-9de7-5cc3b239f2b9,Small,60.65
00c54312-9fc7-40e1-304c-275e2f37df2a,568abc56-6ab3-b680-9de7-5cc3b239f2b9,PeeWee,28.96
37347be6-3515-c5f6-e51e-cd6c77be04b1,260fda08-4f21-fcb8-8bf8-d9a05e50bc86,Jumbo,14.78
38bf625c-b451-7ab3-a1c2-0d4e86faf04e,260fda08-4f21-fcb8-8bf8-d9a05e50bc86,Large,43.61
b76eb260-fbdf-84d7-ee95-edf31ad4b1f2,260fda08-4f21-fcb8-8bf8-d9a05e50bc86,Small,13.44
8f72df28-23aa-502f-3247-6ad82d9c3fb6,260fda08-4f21-fcb8-8bf8-d9a05e50bc86,PeeWee,8.71
89315bb3-9b0d-30ca-90d6-16f2635adb1f,810e478b-864d-d7b5-69e3-da58f1c82a26,Extra Large,42.36
b44dc7a9-8816-7087-9d89-bb8afc00001d,810e478b-864d-d7b5-69e3-da58f1c82a26,Medium,26.13
4edd51fc-14ac-538c-59a2-72682ce2610e,810e478b-864d-d7b5-69e3-da58f1c82a26,Small,6.17
6bec68c0-cdd9-7328-90a5-035a98cecd07,810e478b-864d-d7b5-69e3-da58f1c82a26,PeeWee,8.81
557de9bc-e2b5-d79e-c72d-44ef0250b7f2,0e3de377-f590-6fdb-3158-b277f590cf52,Jumbo,9.94
6c4d23ab-73bb-410b-6370-4bc7c77a689e,0e3de377-f590-6fdb-3158-b277f590cf52,Extra Large,13.91
d555d3a5-589d-0b6a-13c0-98843be92dbd,0e3de377-f590-6fdb-3158-b277f590cf52,Large,4.07
4fb741d5-858f-dc20-edb5-9bd0ec970df5,0e3de377-f590-6fdb-3158-b277f590cf52,Medium,20.15
42e3882c-8f50-0b0d-758b-79edde347446,0e3de377-f590-6fdb-3158-b277f590cf52,Small,28.99
4fc99106-86cf-fddf-3ff3-b00cea436eb9,0e3de377-f590-6fdb-3158-b277f590cf52,PeeWee,9.45
c65ddc75-12c9-329f-2f71-45cdc4059816,06eb5ecf-e01e-23b1-9962-d50b9e0976c3,Large,28.03
92c579e1-c00f-b47f-4ae2-30fd832a9ef8,06eb5ecf-e01e-23b1-9962-d50b9e0976c3,Medium,23.2
e334b3a5-40a0-f797-ee27-c93ee0b9e7d6,06eb5ecf-e01e-23b1-9962-d50b9e0976c3,Small,25.46
618f077e-7fe2-7129-d166-aea449d8fda4,06eb5ecf-e01e-23b1-9962-d50b9e0976c3,PeeWee,17.25
1c2bff92-f4a2-1e17-cdc9-d36adbfe1ecf,792c7d7c-af96-657b-9811-05febb4a7d29,Jumbo,12.57
5740fe1b-a9b2-0439-6d80-1289cd58ed73,792c7d7c-af96-657b-9811-05febb4a7d29,Extra Large,41.21
9e66c178-700b-7d1c-ee96-46c4c183c71d,792c7d7c-af96-657b-9811-05febb4a7d29,Large,12.33
dc4ce762-9168-f591-42fb-77fd82aae353,792c7d7c-af96-657b-9811-05febb4a7d29,Medium,4.2
d235e966-a07e-e316-2306-68e2393c2bf7,792c7d7c-af96-657b-9811-05febb4a7d29,Small,36.25
21e4c3d9-80af-5a4c-d72a-fd03e15746a2,792c7d7c-af96-657b-9811-05febb4a7d29,PeeWee,46.86
216f422d-6223-deb6-e58d-47dfe64e4dc0,89f87bb7-4d3c-83ba-1f79-51e0bd93c1a4,Extra Large,3.99
0497abbd-11c4-11b0-3a0b-4ade637d9aaf,89f87bb7-4d3c-83ba-1f79-51e0bd93c1a4,Medium,5.24
d6edd1bc-c013-6fbb-190b-aea532d1b163,89f87bb7-4d3c-83ba-1f79-51e0bd93c1a4,Small,20.15
3ed074ee-b36c-8b9c-4da4-dda2bf99d791,89f87bb7-4d3c-83ba-1f79-51e0bd93c1a4,PeeWee,22.99
77ddad34-5250-51c2-fa32-3a0535097359,26c0013d-c876-d0bb-fcc5-a0072853a50e,Jumbo,11.42
ca0e3fd7-742a-e7d1-4b2f-e5b3228acb6f,26c0013d-c876-d0bb-fcc5-a0072853a50e,Extra Large,5.78
da9cfcc2-d12e-a515-d792-4502e5476201,26c0013d-c876-d0bb-fcc5-a0072853a50e,Large,40.22
4f97ec71-3362-53b7-cc68-ea4d2638bad1,26c0013d-c876-d0bb-fcc5-a0072853a50e,Small,5.41
30c4d34d-ab53-2781-be73-00aa51d67b0a,26c0013d-c876-d0bb-fcc5-a0072853a50e,PeeWee,13.52
54708422-ad7e-fac3-c578-994d678d3f68,fd3aa252-5d94-536d-df39-3e04ca2f6303,Jumbo,54.99
32c0d85b-18ac-45d7-608e-1aa409756a46,fd3aa252-5d94-536d-df39-3e04ca2f6303,Large,42.22
6c054c96-14e0-0285-9d2d-07635d9be26c,fd3aa252-5d94-536d-df39-3e04ca2f6303,Medium,27.71
65f9c358-56cc-2bd6-9344-0414926f4b45,fd3aa252-5d94-536d-df39-3e04ca2f6303,PeeWee,7.73
a1365570-ed55-9416-c04a-6ccd3a44c624,bd898ac3-6725-02fa-e53e-3903545923e1,Extra Large,31.3
55007513-ca86-ee0a-95a7-d98f9a3c730d,bd898ac3-6725-02fa-e53e-3903545923e1,Large,48.49
f0dcc612-0549-fc21-17c1-f6ebc849cd7e,bd898ac3-6725-02fa-e53e-3903545923e1,Medium,24.24
9a269a1d-5f89-5ec6-8dc1-1bbcaac8be2d,bd898ac3-6725-02fa-e53e-3903545923e1,PeeWee,28.48
5428c818-56c1-a65c-bd11-6bf2ac42cf88,0f06f944-f682-7770-cc75-35f52b75ba52,Jumbo,10.88
46611961-561a-85c5-69bc-ed3581ac48c1,0f06f944-f682-7770-cc75-35f52b75ba52,Extra Large,10.26
2c5ec4ae-0cef-a071-18c5-9da12935bdc7,0f06f944-f682-7770-cc75-35f52b75ba52,Large,18.32
1972999f-bd92-148c-c758-495751e60f7f,0f06f944-f682-7770-cc75-35f52b75ba52,Medium,22.63
d4706cbd-076e-fc63-9ada-bf7fc9127015,0f06f944-f682-7770-cc75-35f52b75ba52,Small,22.62
22de9826-4146-9708-ca2b-f68899cbef2e,0f06f944-f682-7770-cc75-35f52b75ba52,PeeWee,11.08
66ac82b8-3959-d61b-a71c-32e49390cca2,f37202bf-78da-abaa-b76a-199214384ef1,Jumbo,10.55
5410f975-ded6-1470-5967-56930b7f0651,f37202bf-78da-abaa-b76a-199214384ef1,Large,5.49
932164be-d9e1-176c-2d6d-04c85cb7b559,f37202bf-78da-abaa-b76a-199214384ef1,Medium,9.36
788290fc-298d-e20d-e83f-14502cc54a4e,f37202bf-78da-abaa-b76a-199214384ef1,Small,6.59
9f3aadba-2e25-6dac-2949-bfb2c41ac33a,f37202bf-78da-abaa-b76a-199214384ef1,PeeWee,14.61
0a09baa4-baf1-daaa-9a3e-5cb9c8368c1c,5dff41e2-1e9a-bf31-7768-0f330b8fdc49,Large,30.8
5495c489-d3bb-a7c1-f2fe-184b12071d09,5dff41e2-1e9a-bf31-7768-0f330b8fdc49,Medium,4.72
d4936c23-d850-5e69-8532-9a4db6f71c44,01d8e7af-4f42-72c8-865a-6774d5306047,Jumbo,16.47
ab12c45b-5d81-935f-b358-2e5a03fcbd1f,01d8e7af-4f42-72c8-865a-6774d5306047,Extra Large,22.43
35045895-7519-cfc3-cad2-f59d530d19b2,01d8e7af-4f42-72c8-865a-6774d5306047,Large,4.68
bbe1e583-ffc1-7afc-6b85-244a22d0ff0e,01d8e7af-4f42-72c8-865a-6774d5306047,Medium,3.14
a96ed0fb-7ffe-a0db-9110-5889720c76fd,01d8e7af-4f42-72c8-865a-6774d5306047,Small,4.41
327845bb-5ccb-c156-cfcd-97312ecf6ae3,df7017c7-0fec-eb5a-eba6-0b9966d6b118,Large,29.87
05a8caa2-ca35-1604-11b6-25c128cd3d75,df7017c7-0fec-eb5a-eba6-0b9966d6b118,Medium,3.07
b030b6e7-f2a0-49cb-0b75-7de5112288d9,df7017c7-0fec-eb5a-eba6-0b9966d6b118,Small,10.84
4fab74a1-45a2-8921-9de5-bbf30f739a3f,f8e95a8f-4e1e-d18c-1d0e-87452f31568e,Jumbo,27.1
5462354f-ead4-a0f2-7678-995230cbb4b0,f8e95a8f-4e1e-d18c-1d0e-87452f31568e,Large,3.4
dbffb046-7d8e-9288-3733-3ed1adb338cd,f8e95a8f-4e1e-d18c-1d0e-87452f31568e,Medium,4.59
a7af13ac-f46a-c06c-1d3b-8ff026e01503,f8e95a8f-4e1e-d18c-1d0e-87452f31568e,Small,28.01
8bd2cfea-9590-48d7-c4d8-2fad896fbbbc,f8e95a8f-4e1e-d18c-1d0e-87452f31568e,PeeWee,44.33
a10bde80-dac0-0708-c132-465c487ca354,d448ffba-f18e-d9bb-f944-2afd9a5f9763,Large,9.0
75cd0f2d-516d-bd4f-bf2a-acd0d5c64069,d448ffba-f18e-d9bb-f944-2afd9a5f9763,Medium,36.23
bcb85d99-42a5-a60d-337b-7a209e328c4f,d448ffba-f18e-d9bb-f944-2afd9a5f9763,Small,34.63
3e169541-b81a-05e4-fbf6-f89e19cacc6a,d448ffba-f18e-d9bb-f944-2afd9a5f9763,PeeWee,59.55
34c5ffea-f8aa-988f-fafc-e0d497cbb7f1,ce2ede87-e83e-1203-8663-1cb9d3649e13,Extra Large,5.22
d866d188-85e4-8b6c-3953-c67ad6eec892,ce2ede87-e83e-1203-8663-1cb9d3649e13,Large,29.24
30c17c5c-c147-b801-ef06-a283dc5e2129,ce2ede87-e83e-1203-8663-1cb9d3649e13,Medium,8.25
6dd6f02d-1c27-8093-38e8-3f8f9755bf75,ce2ede87-e83e-1203-8663-1cb9d3649e13,Small,31.16
93a36189-14d6-ef8d-da7a-d13a3c350a42,ce2ede87-e83e-1203-8663-1cb9d3649e13,PeeWee,6.74
cd1884ed-4415-1682-17b0-059a6f5d27e4,8d19e93c-8a91-0872-8a5e-e8145201a5f2,Jumbo,15.32
ac0ecfb9-4b08-dba7-77d6-4c6be20eb7e8,8d19e93c-8a91-0872-8a5e-e8145201a5f2,Extra Large,7.96
8564c58b-a545-33e5-46d0-c57506527d23,8d19e93c-8a91-0872-8a5e-e8145201a5f2,Large,13.89
2789e48c-c468-2612-d17d-b813429fe1d6,8d19e93c-8a91-0872-8a5e-e8145201a5f2,Medium,15.18
881866a1-a311-e651-e2f2-c6a0e156d51d,8d19e93c-8a91-0872-8a5e-e8145201a5f2,Small,3.9
80767348-a0ba-b76c-97bd-4be9c921535f,8d19e93c-8a91-0872-8a5e-e8145201a5f2,PeeWee,25.0
0cbf6c25-4e32-15d9-f532-cfe84dd22834,25f7fc8b-ac0c-9599-9b58-6f39e7f341c5,Jumbo,47.46
86fb0259-fd08-49f2-aeb2-08f63f9e95d7,25f7fc8b-ac0c-9599-9b58-6f39e7f341c5,Extra Large,46.21
