PRODUCTION_ID,IMPORT_ID,FLOCK_ID,GRADER_NUMBER,BARN_IDENTITY,FLOCK_AGE,EGG_COLOUR,NET_WEIGHT,NET_BOXES,NET_PER_BOX,TOTAL_RECEIVED,REJECTED,LOSS,LEGACY_REJECT_LOSS_TOTAL,TOTAL_ACCEPTED,REPORTING_YEAR,REPORTING_WEEK,CREATED_AT
506d867e-3e53-5110-4ca7-256c26d8c268,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-115,Barn-F6,57,Mostly Brown,3199.65,93.41,34.25,93.41,2.65,2.87,,87.89,2026,21,2026-09-10 10:37:54.228745
06eb043b-30ba-99ad-d4c1-eaad1a760a18,,7a2d3dec-ab9a-6dca-cc2c-2cdd0f47529b,G-127,Barn-C4,37,Brown,3410.29,210.33,16.21,210.33,2.13,1.7,,206.5,2026,21,2026-09-10 10:37:54.228745
6db9dce6-a7da-29cc-a837-9c8abc9ac354,,97675669-92a4-f344-0165-f5ddf27efe1f,G-112,Barn-C1,62,Mostly Brown,2708.67,142.64,18.99,142.64,3.9,0.64,,138.1,2026,36,2026-09-10 10:37:54.228745
1eef545b-d8f8-b8a7-4d18-69a8ede3cb2c,,4cc4e40a-7dbb-32c5-48bd-4f5f10befe33,G-104,Barn-A3,51,Brown,2080.02,145.1,14.34,145.1,1.58,0.34,,143.18,2026,49,2026-09-10 10:37:54.228745
998baf21-94a6-2381-abda-7354c9993ead,,211d941d-9b98-fcfa-363d-1000b27bebf3,G-120,Barn-F1,39,Brown,2368.74,197.63,11.99,197.63,1.38,2.88,,193.37,2026,25,2026-09-10 10:37:54.228745
db1ed5d6-62f8-9a91-f1c6-b43322264348,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-129,Barn-G3,21,White,1691.51,66.83,25.31,66.83,0.63,0.86,,65.34,2026,9,2026-09-10 10:37:54.228745
195f9757-6a7f-2f90-3ed0-6753ebee7b4b,,4ee18854-e188-6671-a365-10bc0d1899ab,G-109,Barn-E1,26,Mostly Brown,1634.33,41.0,39.86,41.0,2.35,2.64,,36.01,2026,14,2026-09-10 10:37:54.228745
48fbd08a-a636-d9d9-fcc8-4773eefd9522,,04fa314f-4d3d-65a0-8981-7872cd715c69,G-107,Barn-B4,75,White,1411.08,163.76,8.62,163.76,1.72,0.34,,161.7,2026,15,2026-09-10 10:37:54.228745
43447800-867b-4802-9221-2f30e674186a,,5c66c458-1c8c-857b-678f-5a8532f4bdb0,G-126,Barn-A6,69,White,3558.92,113.0,31.49,113.0,,,2.0,111.0,2026,32,2026-09-10 10:37:54.228745
ecdcc589-f7cf-970e-734f-3279db6213dd,,4ee18854-e188-6671-a365-10bc0d1899ab,G-130,Barn-H6,31,Brown,3857.3,133.0,29.0,133.0,,,4.57,128.43,2026,50,2026-09-10 10:37:54.228745
196d1ab5-923d-38e7-4857-023d6cac758d,,4cc4e40a-7dbb-32c5-48bd-4f5f10befe33,G-121,Barn-E6,65,White,1813.51,43.44,41.75,43.44,3.73,1.07,,38.64,2026,40,2026-09-10 10:37:54.228745
9a33597d-c92e-07e0-8a68-84d6570e08db,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-106,Barn-E2,36,Mostly White,2373.87,197.16,12.04,197.16,,,3.61,193.55,2026,37,2026-09-10 10:37:54.228745
c851a1b5-59f8-54f7-95da-ed2e2577555f,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-119,Barn-A1,71,White,2918.72,156.1,18.7,156.1,0.15,2.65,,153.3,2026,5,2026-09-10 10:37:54.228745
2f0dcf09-fb53-5d13-76a5-829e49504884,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-127,Barn-G1,40,Mostly Brown,2512.1,112.46,22.34,112.46,,,4.69,107.77,2026,18,2026-09-10 10:37:54.228745
6ac8d16f-578f-d04f-a724-83c05a1a9e62,,97675669-92a4-f344-0165-f5ddf27efe1f,G-116,Barn-B3,79,Mostly White,2534.2,138.13,18.35,138.13,,,3.93,134.2,2026,48,2026-09-10 10:37:54.228745
00421d4c-6d7f-e83a-0635-ff21cc36275a,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-124,Barn-B4,33,Mostly Brown,3980.55,155.91,25.53,155.91,3.09,2.39,,150.43,2026,37,2026-09-10 10:37:54.228745
252b6f68-1340-c871-934b-81aaed543e93,,5c66c458-1c8c-857b-678f-5a8532f4bdb0,G-104,Barn-H4,70,Mostly White,3270.84,128.0,25.55,128.0,1.52,0.05,,126.43,2026,21,2026-09-10 10:37:54.228745
6eaccc81-e0d5-ad59-96dc-7df912881fbc,,6dec7c86-6cb1-3e94-399b-8bf85d1956a7,G-101,Barn-A3,70,Brown,3947.09,179.77,21.96,179.77,1.52,2.83,,175.42,2026,45,2026-09-10 10:37:54.228745
828aa81a-cf2d-9aae-0fc3-f046c866830b,,211d941d-9b98-fcfa-363d-1000b27bebf3,G-108,Barn-E4,57,White,891.27,79.24,11.25,79.24,3.25,0.69,,75.3,2026,9,2026-09-10 10:37:54.228745
b871b3e9-8dc6-db99-3ce8-70d717aa6082,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-120,Barn-F5,36,Mostly White,2029.66,49.29,41.18,49.29,,,3.96,45.33,2026,2,2026-09-10 10:37:54.228745
a8caaee8-317d-5555-8da3-b4796cbcc287,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-110,Barn-D5,76,Mostly White,3674.39,199.18,18.45,199.18,1.85,2.64,,194.69,2026,33,2026-09-10 10:37:54.228745
6e7ba8cd-878f-18fa-5cc9-d7c365e88d69,,042cb50c-49e9-4266-d15e-f9e89f12c805,G-122,Barn-G5,42,Mostly White,2689.01,115.05,23.37,115.05,0.39,1.01,,113.65,2026,28,2026-09-10 10:37:54.228745
b0560e52-142d-eef1-1348-0db459cac2a8,,d4a7163b-faa2-ac82-d733-291edba947cb,G-118,Barn-G5,88,White,3172.09,202.82,15.64,202.82,1.13,1.52,,200.17,2026,17,2026-09-10 10:37:54.228745
a8f8ed3d-bd66-760f-9ca2-0a6fd9d3992c,,0c98ae86-c6cc-ac69-3f7a-9c53bf4302b2,G-117,Barn-H2,36,Mostly White,986.91,121.79,8.1,121.79,3.47,1.55,,116.77,2026,42,2026-09-10 10:37:54.228745
1519f581-9c5a-04c9-db97-2e37a0305645,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-109,Barn-B1,88,Mostly White,3149.36,218.42,14.42,218.42,1.44,2.89,,214.09,2026,20,2026-09-10 10:37:54.228745
2581c8cd-558a-e380-8de5-0a5b3e7c7c94,,158fea2b-7187-4113-e976-6981585f0b27,G-102,Barn-G2,77,Mostly White,1038.15,178.92,5.8,178.92,3.78,0.14,,175.0,2026,11,2026-09-10 10:37:54.228745
797c5aa0-5a00-9d52-c8ab-c6403208b902,,0c98ae86-c6cc-ac69-3f7a-9c53bf4302b2,G-118,Barn-A1,40,Brown,2848.13,59.15,48.15,59.15,0.96,0.4,,57.79,2026,44,2026-09-10 10:37:54.228745
31a4cb1a-5248-37f5-247c-78515126008f,,7aecec81-2c07-4a42-f2a5-5c0ca8f399f8,G-118,Barn-A6,32,Mostly Brown,2011.13,87.59,22.96,87.59,,,1.85,85.74,2026,33,2026-09-10 10:37:54.228745
45112d15-d72d-f609-934a-71fd4168d57e,,97675669-92a4-f344-0165-f5ddf27efe1f,G-106,Barn-H3,34,Brown,3805.84,131.06,29.04,131.06,,,5.09,125.97,2026,44,2026-09-10 10:37:54.228745
bd370054-6445-58a7-2196-646aab6c501f,,0c98ae86-c6cc-ac69-3f7a-9c53bf4302b2,G-110,Barn-B1,50,Brown,3690.78,109.65,33.66,109.65,2.33,1.76,,105.56,2026,5,2026-09-10 10:37:54.228745
aa94d541-a583-fe7b-e668-e117d8cd9a2a,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-109,Barn-B5,29,Brown,1429.07,89.74,15.92,89.74,1.85,1.6,,86.29,2026,17,2026-09-10 10:37:54.228745
366e3291-d9d1-6a52-e3c7-99e5358475d4,,4cc4e40a-7dbb-32c5-48bd-4f5f10befe33,G-124,Barn-C6,82,White,1569.55,118.57,13.24,118.57,,,5.34,113.23,2026,14,2026-09-10 10:37:54.228745
a7bd4b67-262e-0859-896c-45111e7d06f8,,158fea2b-7187-4113-e976-6981585f0b27,G-120,Barn-A1,60,Mostly Brown,896.01,172.62,5.19,172.62,,,2.6,170.02,2026,13,2026-09-10 10:37:54.228745
9be14de3-17d6-eeb4-f037-b123b1271b96,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-107,Barn-A5,53,Mostly White,2712.52,95.63,28.36,95.63,,,2.08,93.55,2026,8,2026-09-10 10:37:54.228745
d22c6f70-0439-7420-e652-820902f9c977,,5c66c458-1c8c-857b-678f-5a8532f4bdb0,G-102,Barn-A5,42,Mostly White,1850.35,175.27,10.56,175.27,0.79,1.68,,172.8,2026,17,2026-09-10 10:37:54.228745
65ec8783-243b-e2e7-4477-7a775a586835,,04fa314f-4d3d-65a0-8981-7872cd715c69,G-122,Barn-B1,19,Mostly Brown,2129.61,150.19,14.18,150.19,1.31,0.67,,148.21,2026,31,2026-09-10 10:37:54.228745
4f666d21-a93e-1ada-e82b-d51ae0c63f1c,,5c66c458-1c8c-857b-678f-5a8532f4bdb0,G-108,Barn-D4,35,Mostly White,2785.88,181.54,15.35,181.54,,,2.82,178.72,2026,20,2026-09-10 10:37:54.228745
749a5d58-56a5-cf5f-d228-bb4dad7e3a70,,97675669-92a4-f344-0165-f5ddf27efe1f,G-106,Barn-B1,34,Brown,1789.57,195.63,9.15,195.63,,,4.35,191.28,2026,14,2026-09-10 10:37:54.228745
9073a242-eb74-c3f0-c1ea-e68fba999416,,4ee18854-e188-6671-a365-10bc0d1899ab,G-128,Barn-H3,32,Mostly Brown,3053.14,137.95,22.13,137.95,,,3.22,134.73,2026,40,2026-09-10 10:37:54.228745
6db2ec67-e33f-2feb-b2e1-73822a2389da,,4ee18854-e188-6671-a365-10bc0d1899ab,G-126,Barn-C1,41,White,2146.86,194.83,11.02,194.83,3.37,0.82,,190.64,2026,32,2026-09-10 10:37:54.228745
e7ae023f-4315-7d3c-117e-5c84830ffd60,,12d465da-5bb8-8633-537c-9792ab8755c5,G-128,Barn-H4,49,Brown,2759.23,46.81,58.95,46.81,,,1.44,45.37,2026,47,2026-09-10 10:37:54.228745
97bde92b-1d86-6510-50f0-006bcafacdde,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-116,Barn-E3,74,Brown,3522.37,198.01,17.79,198.01,2.33,1.28,,194.4,2026,30,2026-09-10 10:37:54.228745
e5f36ddd-5ce8-dee9-79f5-47ff6ffc7d61,,811f16c8-12b0-ca82-7cdb-6b4f8f5fda65,G-100,Barn-D1,67,White,3939.86,196.6,20.04,196.6,,,4.05,192.55,2026,29,2026-09-10 10:37:54.228745
9c8a7ed2-9c92-d2fe-8627-d118a4539221,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-105,Barn-C5,80,Mostly White,920.59,42.95,21.43,42.95,1.27,2.71,,38.97,2026,10,2026-09-10 10:37:54.228745
8a5b19be-8f12-65b1-61b2-af2ebe0fd2e2,,97675669-92a4-f344-0165-f5ddf27efe1f,G-116,Barn-E1,23,White,2664.0,119.11,22.37,119.11,3.2,0.98,,114.93,2026,34,2026-09-10 10:37:54.228745
0e01f535-d213-7b83-e52d-752a1318aa7e,,158fea2b-7187-4113-e976-6981585f0b27,G-104,Barn-E1,54,Mostly Brown,1333.28,181.29,7.35,181.29,0.79,1.75,,178.75,2026,43,2026-09-10 10:37:54.228745
2e8d3996-e622-6558-3d69-1792bd732ad3,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-125,Barn-D6,28,Brown,1847.36,196.13,9.42,196.13,,,4.69,191.44,2026,4,2026-09-10 10:37:54.228745
640f2a8b-2551-636d-5669-9ca0c5b08025,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-119,Barn-H6,79,Brown,1529.7,112.62,13.58,112.62,2.97,2.37,,107.28,2026,39,2026-09-10 10:37:54.228745
9792c12c-66e9-2e54-591a-56898e4fe2e9,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-109,Barn-H1,88,White,2597.29,81.87,31.72,81.87,3.09,1.75,,77.03,2026,49,2026-09-10 10:37:54.228745
cbaa3439-c9ca-d6ae-9590-93e6c173f4ad,,5c66c458-1c8c-857b-678f-5a8532f4bdb0,G-119,Barn-H6,25,Mostly Brown,3982.57,130.08,30.62,130.08,1.59,0.75,,127.74,2026,47,2026-09-10 10:37:54.228745
49db3563-d5dd-a1ef-2741-2733f24f02e4,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-106,Barn-C3,38,Brown,1459.62,199.32,7.32,199.32,2.76,1.66,,194.9,2026,47,2026-09-10 10:37:54.228745
9aaac6d4-cb8e-4f52-6d47-627a8dd05ab6,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-123,Barn-B2,36,White,1798.0,53.25,33.77,53.25,3.12,0.21,,49.92,2026,5,2026-09-10 10:37:54.228745
cdd205c0-7b2d-b56e-7c56-f2e814542ba4,,d4a7163b-faa2-ac82-d733-291edba947cb,G-114,Barn-H6,61,Mostly White,1515.15,82.92,18.27,82.92,3.23,1.4,,78.29,2026,17,2026-09-10 10:37:54.228745
246d2260-aee4-518a-8961-64e0b4872f47,,6dec7c86-6cb1-3e94-399b-8bf85d1956a7,G-130,Barn-G2,39,White,1520.33,49.04,31.0,49.04,0.89,2.77,,45.38,2026,42,2026-09-10 10:37:54.228745
5e946a51-0ede-6389-e241-464725c3c103,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-110,Barn-C6,86,Mostly White,3730.17,41.95,88.92,41.95,,,0.7,41.25,2026,37,2026-09-10 10:37:54.228745
0807f48a-51cc-8616-5ed9-8050b1aabcac,,7a2d3dec-ab9a-6dca-cc2c-2cdd0f47529b,G-118,Barn-C2,90,Brown,3821.06,101.64,37.59,101.64,3.01,0.01,,98.62,2026,23,2026-09-10 10:37:54.228745
91140700-f5c0-7a44-d7d9-2f6b1cf0f0dc,,97675669-92a4-f344-0165-f5ddf27efe1f,G-126,Barn-G6,26,Mostly White,1140.32,161.85,7.05,161.85,3.66,0.55,,157.64,2026,1,2026-09-10 10:37:54.228745
dd311c43-6d2c-b154-6c80-b41379fc0780,,6dec7c86-6cb1-3e94-399b-8bf85d1956a7,G-105,Barn-C6,74,White,1145.11,44.21,25.9,44.21,,,5.77,38.44,2026,5,2026-09-10 10:37:54.228745
c29cc877-5de7-df95-61e8-cafd7809144b,,4cc4e40a-7dbb-32c5-48bd-4f5f10befe33,G-120,Barn-H1,51,White,1349.5,175.19,7.7,175.19,0.49,1.77,,172.93,2026,6,2026-09-10 10:37:54.228745
0b2ab167-2bc4-300a-aae8-99f1d0765f9a,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-107,Barn-H2,89,Mostly White,2652.36,138.01,19.22,138.01,,,3.67,134.34,2026,8,2026-09-10 10:37:54.228745
89c27cb5-21eb-e0da-52b4-00cb38ba9268,,d4a7163b-faa2-ac82-d733-291edba947cb,G-104,Barn-A3,34,Brown,1554.87,198.47,7.83,198.47,0.85,2.22,,195.4,2026,13,2026-09-10 10:37:54.228745
00da2929-00e9-0613-5129-58ae60002faa,,d4a7163b-faa2-ac82-d733-291edba947cb,G-122,Barn-B6,73,Mostly Brown,3709.92,101.86,36.42,101.86,,,2.6,99.26,2026,45,2026-09-10 10:37:54.228745
e732b9c9-5f02-8690-7027-998656c48d22,,97675669-92a4-f344-0165-f5ddf27efe1f,G-117,Barn-G4,28,White,3294.08,111.68,29.5,111.68,2.76,0.44,,108.48,2026,40,2026-09-10 10:37:54.228745
5f051fcc-f047-23a1-24c9-da94213a5849,,d38713cf-60bb-269d-e333-d9dd45e58674,G-129,Barn-D2,90,Brown,2177.12,154.8,14.06,154.8,3.81,0.82,,150.17,2026,21,2026-09-10 10:37:54.228745
d2164895-fd34-1b87-398e-6a7c12ae9721,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-123,Barn-C2,77,Mostly Brown,1252.01,187.3,6.68,187.3,1.02,2.75,,183.53,2026,41,2026-09-10 10:37:54.228745
5b34baae-4a78-f6a1-122a-66176971fef8,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-103,Barn-C3,55,Mostly Brown,3934.11,167.61,23.47,167.61,,,1.56,166.05,2026,6,2026-09-10 10:37:54.228745
e718d784-3c4a-c11f-c7f4-f2946ff75729,,4ee18854-e188-6671-a365-10bc0d1899ab,G-104,Barn-E3,73,Mostly Brown,1660.69,193.12,8.6,193.12,2.01,1.57,,189.54,2026,41,2026-09-10 10:37:54.228745
81add1fc-1e9e-2d15-d52a-643faac26c64,,04fa314f-4d3d-65a0-8981-7872cd715c69,G-120,Barn-F1,20,White,1148.51,138.03,8.32,138.03,0.18,1.49,,136.36,2026,34,2026-09-10 10:37:54.228745
bbcf8295-51c5-8825-4230-d22eeb5bbf07,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-101,Barn-H6,42,White,1991.32,117.61,16.93,117.61,,,4.12,113.49,2026,18,2026-09-10 10:37:54.228745
aa30e41c-810b-f03b-ce6d-b37aaa3dd3c5,,211d941d-9b98-fcfa-363d-1000b27bebf3,G-109,Barn-F4,56,Brown,2668.49,100.42,26.57,100.42,0.17,2.52,,97.73,2026,13,2026-09-10 10:37:54.228745
91267ffc-dd94-2d2d-8747-67e471e24cee,,158fea2b-7187-4113-e976-6981585f0b27,G-111,Barn-G4,51,White,3375.41,195.43,17.27,195.43,1.68,1.51,,192.24,2026,36,2026-09-10 10:37:54.228745
ceeec716-9d69-7270-77c0-56e3f409af40,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-124,Barn-G2,86,Brown,3565.27,210.98,16.9,210.98,1.98,0.89,,208.11,2026,50,2026-09-10 10:37:54.228745
10c96500-cb2c-9faf-7ad7-40104d513449,,211d941d-9b98-fcfa-363d-1000b27bebf3,G-120,Barn-A5,72,Mostly Brown,1186.2,83.04,14.28,83.04,,,2.67,80.37,2026,23,2026-09-10 10:37:54.228745
6ccd3e9d-8751-342a-4567-46f83eb15fc7,,0c98ae86-c6cc-ac69-3f7a-9c53bf4302b2,G-119,Barn-B1,30,Brown,1491.09,206.91,7.21,206.91,,,1.25,205.66,2026,6,2026-09-10 10:37:54.228745
e4b90916-2855-089f-c38b-3314fc389ffc,,6dec7c86-6cb1-3e94-399b-8bf85d1956a7,G-127,Barn-D3,83,White,2284.54,46.65,48.97,46.65,0.75,2.22,,43.68,2026,27,2026-09-10 10:37:54.228745
edc46cec-d17c-4750-f3f9-24186b3c9d09,,7aecec81-2c07-4a42-f2a5-5c0ca8f399f8,G-125,Barn-H6,23,Mostly Brown,3364.8,60.03,56.05,60.03,3.34,0.46,,56.23,2026,4,2026-09-10 10:37:54.228745
c0e9d748-615c-8844-eccd-9f6a71c0c9d3,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-110,Barn-H1,31,Mostly Brown,1198.33,146.71,8.17,146.71,1.15,2.31,,143.25,2026,27,2026-09-10 10:37:54.228745
5d40cefe-0e65-da12-3463-0e4ce0735115,,e97bc674-ea32-7188-1437-74cd0139e254,G-115,Barn-C5,31,White,3089.29,178.59,17.3,178.59,,,3.7,174.89,2026,13,2026-09-10 10:37:54.228745
cd54cbaa-543e-1d76-d569-d463fe9a7148,,0c98ae86-c6cc-ac69-3f7a-9c53bf4302b2,G-106,Barn-D4,81,Mostly Brown,869.05,136.44,6.37,136.44,0.36,1.58,,134.5,2026,42,2026-09-10 10:37:54.228745
16ee5927-f88a-15ee-e3d8-12cd82d2255b,,4ee18854-e188-6671-a365-10bc0d1899ab,G-114,Barn-D3,37,Mostly Brown,2469.94,142.61,17.32,142.61,2.47,2.35,,137.79,2026,43,2026-09-10 10:37:54.228745
fb74b631-5073-e195-c314-401ca725f9fe,,7525df8d-7b02-5c66-60bf-7ed5fe8b105f,G-106,Barn-B4,66,White,2684.03,176.21,15.23,176.21,3.28,2.16,,170.77,2026,42,2026-09-10 10:37:54.228745
f92ca77a-63ee-efb2-5437-80e6ef7e80e2,,a5336e83-ebc9-d083-4b2f-d3fba64108e7,G-116,Barn-C1,70,Mostly Brown,1340.93,176.53,7.6,176.53,,,2.02,174.51,2026,41,2026-09-10 10:37:54.228745
2a3e27ae-2983-a5ac-ed8a-79224bb1c0c4,,158fea2b-7187-4113-e976-6981585f0b27,G-125,Barn-A1,73,Mostly Brown,2649.14,119.48,22.17,119.48,1.78,0.56,,117.14,2026,18,2026-09-10 10:37:54.228745
0c2f4f88-57e9-d308-7544-65438dd48dc3,,04fa314f-4d3d-65a0-8981-7872cd715c69,G-102,Barn-F3,81,Brown,1018.03,179.32,5.68,179.32,1.21,0.22,,177.89,2026,39,2026-09-10 10:37:54.228745
43f10b82-1338-dbc8-5ee5-7a75b0132939,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-103,Barn-F2,89,Mostly White,2540.74,149.75,16.97,149.75,,,0.77,148.98,2026,41,2026-09-10 10:37:54.228745
94d88845-b240-95fc-3d34-f461ac85ebfe,,feb9a31c-af0a-96c8-bc93-5110cb477e85,G-125,Barn-F4,58,Brown,1380.86,215.21,6.42,215.21,,,1.52,213.69,2026,51,2026-09-10 10:37:54.228745
4ea3dec6-d8e5-1f1c-eed3-ab715642cc87,,4a2a3e41-f835-9314-d263-3d6da014c5d4,G-114,Barn-D5,45,Brown,1950.19,155.06,12.58,155.06,2.69,2.8,,149.57,2026,41,2026-09-10 10:37:54.228745
aa12e92b-0132-2504-4112-6b3877cd3b37,,042cb50c-49e9-4266-d15e-f9e89f12c805,G-125,Barn-B4,52,White,1079.13,153.29,7.04,153.29,0.3,2.71,,150.28,2026,48,2026-09-10 10:37:54.228745
c111bcc8-7baf-681b-33ab-f228e977a7c4,,042cb50c-49e9-4266-d15e-f9e89f12c805,G-126,Barn-C6,24,White,2775.26,96.28,28.82,96.28,1.2,1.33,,93.75,2026,2,2026-09-10 10:37:54.228745
6441de07-3f20-af10-d748-fc0032149ed2,,6dec7c86-6cb1-3e94-399b-8bf85d1956a7,G-124,Barn-E6,32,Brown,1262.29,183.56,6.88,183.56,0.28,0.14,,183.14,2026,35,2026-09-10 10:37:54.228745
