FLOCK_ID,FLOCK_NUMBER,ACCOUNT_ID,FACILITY_ID,FACILITY_DETAIL_ID,QUOTA_ID,FLOCK_QUOTA_TYPE,STATUS,PERMIT_NUMBER,PERMIT_DATE,HATCH_DATE,DATE_ORDERED,BIRD_COUNT,EGG_COLOUR,PLACEMENT_DATE,EST_DISPOSAL,DISPOSAL_DATE,BIRDS_DISPOSED,COMMENTS
DEV_MIGRATION_FL_00080,DM-FLOCK-00080,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00016,DEV_MIGRATION_D_00116,DEV_MIGRATION_Q_00016,Egg Production,Active,DM-PERMIT-00080,2025-01-01,2025-01-15,2024-12-01,1080,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00081,DM-FLOCK-00081,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00017,DEV_MIGRATION_D_00017,DEV_MIGRATION_Q_00017,Egg Production,Active,DM-PERMIT-00081,2025-01-01,2025-01-15,2024-12-01,1081,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00082,DM-FLOCK-00082,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00018,DEV_MIGRATION_D_00118,DEV_MIGRATION_Q_00018,Egg Production,Active,DM-PERMIT-00082,2025-01-01,2025-01-15,2024-12-01,1082,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00083,DM-FLOCK-00083,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00017,DEV_MIGRATION_D_00017,DEV_MIGRATION_Q_00017,Egg Production,Active,DM-PERMIT-00083,2025-01-01,2025-01-15,2024-12-01,1083,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00084,DM-FLOCK-00084,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00018,DEV_MIGRATION_D_00118,DEV_MIGRATION_Q_00018,Egg Production,Active,DM-PERMIT-00084,2025-01-01,2025-01-15,2024-12-01,1084,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00085,DM-FLOCK-00085,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00017,DEV_MIGRATION_D_00017,DEV_MIGRATION_Q_00017,Egg Production,Active,DM-PERMIT-00085,2025-01-01,2025-01-15,2024-12-01,1085,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00086,DM-FLOCK-00086,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00018,DEV_MIGRATION_D_00118,DEV_MIGRATION_Q_00018,Egg Production,Active,DM-PERMIT-00086,2025-01-01,2025-01-15,2024-12-01,1086,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00087,DM-FLOCK-00087,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00017,DEV_MIGRATION_D_00017,DEV_MIGRATION_Q_00017,Egg Production,Active,DM-PERMIT-00087,2025-01-01,2025-01-15,2024-12-01,1087,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00088,DM-FLOCK-00088,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00018,DEV_MIGRATION_D_00118,DEV_MIGRATION_Q_00018,Egg Production,Active,DM-PERMIT-00088,2025-01-01,2025-01-15,2024-12-01,1088,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00089,DM-FLOCK-00089,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00017,DEV_MIGRATION_D_00017,DEV_MIGRATION_Q_00017,Egg Production,Active,DM-PERMIT-00089,2025-01-01,2025-01-15,2024-12-01,1089,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00090,DM-FLOCK-00090,DEV_MIGRATION_A_00009,DEV_MIGRATION_F_00018,DEV_MIGRATION_D_00118,DEV_MIGRATION_Q_00018,Egg Production,Active,DM-PERMIT-00090,2025-01-01,2025-01-15,2024-12-01,1090,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00091,DM-FLOCK-00091,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00019,DEV_MIGRATION_D_00019,DEV_MIGRATION_Q_00019,Egg Production,Active,DM-PERMIT-00091,2025-01-01,2025-01-15,2024-12-01,1091,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00092,DM-FLOCK-00092,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00020,DEV_MIGRATION_D_00120,DEV_MIGRATION_Q_00020,Egg Production,Active,DM-PERMIT-00092,2025-01-01,2025-01-15,2024-12-01,1092,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00093,DM-FLOCK-00093,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00019,DEV_MIGRATION_D_00019,DEV_MIGRATION_Q_00019,Egg Production,Active,DM-PERMIT-00093,2025-01-01,2025-01-15,2024-12-01,1093,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00094,DM-FLOCK-00094,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00020,DEV_MIGRATION_D_00120,DEV_MIGRATION_Q_00020,Egg Production,Active,DM-PERMIT-00094,2025-01-01,2025-01-15,2024-12-01,1094,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00095,DM-FLOCK-00095,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00019,DEV_MIGRATION_D_00019,DEV_MIGRATION_Q_00019,Egg Production,Active,DM-PERMIT-00095,2025-01-01,2025-01-15,2024-12-01,1095,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00096,DM-FLOCK-00096,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00020,DEV_MIGRATION_D_00120,DEV_MIGRATION_Q_00020,Egg Production,Active,DM-PERMIT-00096,2025-01-01,2025-01-15,2024-12-01,1096,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00097,DM-FLOCK-00097,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00019,DEV_MIGRATION_D_00019,DEV_MIGRATION_Q_00019,Egg Production,Active,DM-PERMIT-00097,2025-01-01,2025-01-15,2024-12-01,1097,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00098,DM-FLOCK-00098,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00020,DEV_MIGRATION_D_00120,DEV_MIGRATION_Q_00020,Egg Production,Active,DM-PERMIT-00098,2025-01-01,2025-01-15,2024-12-01,1098,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00099,DM-FLOCK-00099,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00019,DEV_MIGRATION_D_00019,DEV_MIGRATION_Q_00019,Egg Production,Active,DM-PERMIT-00099,2025-01-01,2025-01-15,2024-12-01,1099,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00100,DM-FLOCK-00100,DEV_MIGRATION_A_00010,DEV_MIGRATION_F_00020,DEV_MIGRATION_D_00120,DEV_MIGRATION_Q_00020,Egg Production,Active,DM-PERMIT-00100,2025-01-01,2025-01-15,2024-12-01,1100,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00101,DM-FLOCK-00101,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00021,DEV_MIGRATION_D_00021,DEV_MIGRATION_Q_00021,Egg Production,Active,DM-PERMIT-00101,2025-01-01,2025-01-15,2024-12-01,1101,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00102,DM-FLOCK-00102,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00022,DEV_MIGRATION_D_00122,DEV_MIGRATION_Q_00022,Egg Production,Active,DM-PERMIT-00102,2025-01-01,2025-01-15,2024-12-01,1102,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00103,DM-FLOCK-00103,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00021,DEV_MIGRATION_D_00021,DEV_MIGRATION_Q_00021,Egg Production,Active,DM-PERMIT-00103,2025-01-01,2025-01-15,2024-12-01,1103,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00104,DM-FLOCK-00104,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00022,DEV_MIGRATION_D_00122,DEV_MIGRATION_Q_00022,Egg Production,Active,DM-PERMIT-00104,2025-01-01,2025-01-15,2024-12-01,1104,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00105,DM-FLOCK-00105,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00021,DEV_MIGRATION_D_00021,DEV_MIGRATION_Q_00021,Egg Production,Active,DM-PERMIT-00105,2025-01-01,2025-01-15,2024-12-01,1105,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00106,DM-FLOCK-00106,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00022,DEV_MIGRATION_D_00122,DEV_MIGRATION_Q_00022,Egg Production,Active,DM-PERMIT-00106,2025-01-01,2025-01-15,2024-12-01,1106,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00107,DM-FLOCK-00107,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00021,DEV_MIGRATION_D_00021,DEV_MIGRATION_Q_00021,Egg Production,Active,DM-PERMIT-00107,2025-01-01,2025-01-15,2024-12-01,1107,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00108,DM-FLOCK-00108,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00022,DEV_MIGRATION_D_00122,DEV_MIGRATION_Q_00022,Egg Production,Active,DM-PERMIT-00108,2025-01-01,2025-01-15,2024-12-01,1108,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00109,DM-FLOCK-00109,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00021,DEV_MIGRATION_D_00021,DEV_MIGRATION_Q_00021,Egg Production,Active,DM-PERMIT-00109,2025-01-01,2025-01-15,2024-12-01,1109,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00110,DM-FLOCK-00110,DEV_MIGRATION_A_00011,DEV_MIGRATION_F_00022,DEV_MIGRATION_D_00122,DEV_MIGRATION_Q_00022,Egg Production,Active,DM-PERMIT-00110,2025-01-01,2025-01-15,2024-12-01,1110,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00111,DM-FLOCK-00111,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00023,DEV_MIGRATION_D_00023,DEV_MIGRATION_Q_00023,Egg Production,Active,DM-PERMIT-00111,2025-01-01,2025-01-15,2024-12-01,1111,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00112,DM-FLOCK-00112,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00024,DEV_MIGRATION_D_00124,DEV_MIGRATION_Q_00024,Egg Production,Active,DM-PERMIT-00112,2025-01-01,2025-01-15,2024-12-01,1112,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00113,DM-FLOCK-00113,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00023,DEV_MIGRATION_D_00023,DEV_MIGRATION_Q_00023,Egg Production,Active,DM-PERMIT-00113,2025-01-01,2025-01-15,2024-12-01,1113,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00114,DM-FLOCK-00114,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00024,DEV_MIGRATION_D_00124,DEV_MIGRATION_Q_00024,Egg Production,Active,DM-PERMIT-00114,2025-01-01,2025-01-15,2024-12-01,1114,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00115,DM-FLOCK-00115,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00023,DEV_MIGRATION_D_00023,DEV_MIGRATION_Q_00023,Egg Production,Active,DM-PERMIT-00115,2025-01-01,2025-01-15,2024-12-01,1115,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00116,DM-FLOCK-00116,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00024,DEV_MIGRATION_D_00124,DEV_MIGRATION_Q_00024,Egg Production,Active,DM-PERMIT-00116,2025-01-01,2025-01-15,2024-12-01,1116,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00117,DM-FLOCK-00117,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00023,DEV_MIGRATION_D_00023,DEV_MIGRATION_Q_00023,Egg Production,Active,DM-PERMIT-00117,2025-01-01,2025-01-15,2024-12-01,1117,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00118,DM-FLOCK-00118,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00024,DEV_MIGRATION_D_00124,DEV_MIGRATION_Q_00024,Egg Production,Active,DM-PERMIT-00118,2025-01-01,2025-01-15,2024-12-01,1118,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00119,DM-FLOCK-00119,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00023,DEV_MIGRATION_D_00023,DEV_MIGRATION_Q_00023,Egg Production,Active,DM-PERMIT-00119,2025-01-01,2025-01-15,2024-12-01,1119,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00120,DM-FLOCK-00120,DEV_MIGRATION_A_00012,DEV_MIGRATION_F_00024,DEV_MIGRATION_D_00124,DEV_MIGRATION_Q_00024,Egg Production,Active,DM-PERMIT-00120,2025-01-01,2025-01-15,2024-12-01,1120,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00121,DM-FLOCK-00121,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00025,DEV_MIGRATION_D_00025,DEV_MIGRATION_Q_00025,Egg Production,Active,DM-PERMIT-00121,2025-01-01,2025-01-15,2024-12-01,1121,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00122,DM-FLOCK-00122,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00026,DEV_MIGRATION_D_00126,DEV_MIGRATION_Q_00026,Egg Production,Active,DM-PERMIT-00122,2025-01-01,2025-01-15,2024-12-01,1122,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00123,DM-FLOCK-00123,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00025,DEV_MIGRATION_D_00025,DEV_MIGRATION_Q_00025,Egg Production,Active,DM-PERMIT-00123,2025-01-01,2025-01-15,2024-12-01,1123,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00124,DM-FLOCK-00124,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00026,DEV_MIGRATION_D_00126,DEV_MIGRATION_Q_00026,Egg Production,Active,DM-PERMIT-00124,2025-01-01,2025-01-15,2024-12-01,1124,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00125,DM-FLOCK-00125,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00025,DEV_MIGRATION_D_00025,DEV_MIGRATION_Q_00025,Egg Production,Active,DM-PERMIT-00125,2025-01-01,2025-01-15,2024-12-01,1125,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00126,DM-FLOCK-00126,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00026,DEV_MIGRATION_D_00126,DEV_MIGRATION_Q_00026,Egg Production,Active,DM-PERMIT-00126,2025-01-01,2025-01-15,2024-12-01,1126,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00127,DM-FLOCK-00127,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00025,DEV_MIGRATION_D_00025,DEV_MIGRATION_Q_00025,Egg Production,Active,DM-PERMIT-00127,2025-01-01,2025-01-15,2024-12-01,1127,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00128,DM-FLOCK-00128,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00026,DEV_MIGRATION_D_00126,DEV_MIGRATION_Q_00026,Egg Production,Active,DM-PERMIT-00128,2025-01-01,2025-01-15,2024-12-01,1128,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00129,DM-FLOCK-00129,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00025,DEV_MIGRATION_D_00025,DEV_MIGRATION_Q_00025,Egg Production,Active,DM-PERMIT-00129,2025-01-01,2025-01-15,2024-12-01,1129,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00130,DM-FLOCK-00130,DEV_MIGRATION_A_00013,DEV_MIGRATION_F_00026,DEV_MIGRATION_D_00126,DEV_MIGRATION_Q_00026,Egg Production,Active,DM-PERMIT-00130,2025-01-01,2025-01-15,2024-12-01,1130,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00131,DM-FLOCK-00131,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00027,DEV_MIGRATION_D_00027,DEV_MIGRATION_Q_00027,Egg Production,Active,DM-PERMIT-00131,2025-01-01,2025-01-15,2024-12-01,1131,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00132,DM-FLOCK-00132,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00028,DEV_MIGRATION_D_00128,DEV_MIGRATION_Q_00028,Egg Production,Active,DM-PERMIT-00132,2025-01-01,2025-01-15,2024-12-01,1132,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00133,DM-FLOCK-00133,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00027,DEV_MIGRATION_D_00027,DEV_MIGRATION_Q_00027,Egg Production,Active,DM-PERMIT-00133,2025-01-01,2025-01-15,2024-12-01,1133,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00134,DM-FLOCK-00134,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00028,DEV_MIGRATION_D_00128,DEV_MIGRATION_Q_00028,Egg Production,Active,DM-PERMIT-00134,2025-01-01,2025-01-15,2024-12-01,1134,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00135,DM-FLOCK-00135,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00027,DEV_MIGRATION_D_00027,DEV_MIGRATION_Q_00027,Egg Production,Active,DM-PERMIT-00135,2025-01-01,2025-01-15,2024-12-01,1135,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00136,DM-FLOCK-00136,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00028,DEV_MIGRATION_D_00128,DEV_MIGRATION_Q_00028,Egg Production,Active,DM-PERMIT-00136,2025-01-01,2025-01-15,2024-12-01,1136,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00137,DM-FLOCK-00137,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00027,DEV_MIGRATION_D_00027,DEV_MIGRATION_Q_00027,Egg Production,Active,DM-PERMIT-00137,2025-01-01,2025-01-15,2024-12-01,1137,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00138,DM-FLOCK-00138,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00028,DEV_MIGRATION_D_00128,DEV_MIGRATION_Q_00028,Egg Production,Active,DM-PERMIT-00138,2025-01-01,2025-01-15,2024-12-01,1138,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00139,DM-FLOCK-00139,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00027,DEV_MIGRATION_D_00027,DEV_MIGRATION_Q_00027,Egg Production,Active,DM-PERMIT-00139,2025-01-01,2025-01-15,2024-12-01,1139,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00140,DM-FLOCK-00140,DEV_MIGRATION_A_00014,DEV_MIGRATION_F_00028,DEV_MIGRATION_D_00128,DEV_MIGRATION_Q_00028,Egg Production,Active,DM-PERMIT-00140,2025-01-01,2025-01-15,2024-12-01,1140,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00141,DM-FLOCK-00141,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00029,DEV_MIGRATION_D_00029,DEV_MIGRATION_Q_00029,Egg Production,Active,DM-PERMIT-00141,2025-01-01,2025-01-15,2024-12-01,1141,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00142,DM-FLOCK-00142,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00030,DEV_MIGRATION_D_00130,DEV_MIGRATION_Q_00030,Egg Production,Active,DM-PERMIT-00142,2025-01-01,2025-01-15,2024-12-01,1142,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00143,DM-FLOCK-00143,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00029,DEV_MIGRATION_D_00029,DEV_MIGRATION_Q_00029,Egg Production,Active,DM-PERMIT-00143,2025-01-01,2025-01-15,2024-12-01,1143,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00144,DM-FLOCK-00144,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00030,DEV_MIGRATION_D_00130,DEV_MIGRATION_Q_00030,Egg Production,Active,DM-PERMIT-00144,2025-01-01,2025-01-15,2024-12-01,1144,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00145,DM-FLOCK-00145,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00029,DEV_MIGRATION_D_00029,DEV_MIGRATION_Q_00029,Egg Production,Active,DM-PERMIT-00145,2025-01-01,2025-01-15,2024-12-01,1145,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00146,DM-FLOCK-00146,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00030,DEV_MIGRATION_D_00130,DEV_MIGRATION_Q_00030,Egg Production,Active,DM-PERMIT-00146,2025-01-01,2025-01-15,2024-12-01,1146,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00147,DM-FLOCK-00147,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00029,DEV_MIGRATION_D_00029,DEV_MIGRATION_Q_00029,Egg Production,Active,DM-PERMIT-00147,2025-01-01,2025-01-15,2024-12-01,1147,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00148,DM-FLOCK-00148,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00030,DEV_MIGRATION_D_00130,DEV_MIGRATION_Q_00030,Egg Production,Active,DM-PERMIT-00148,2025-01-01,2025-01-15,2024-12-01,1148,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00149,DM-FLOCK-00149,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00029,DEV_MIGRATION_D_00029,DEV_MIGRATION_Q_00029,Egg Production,Active,DM-PERMIT-00149,2025-01-01,2025-01-15,2024-12-01,1149,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00150,DM-FLOCK-00150,DEV_MIGRATION_A_00015,DEV_MIGRATION_F_00030,DEV_MIGRATION_D_00130,DEV_MIGRATION_Q_00030,Egg Production,Active,DM-PERMIT-00150,2025-01-01,2025-01-15,2024-12-01,1150,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00151,DM-FLOCK-00151,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00031,DEV_MIGRATION_D_00031,DEV_MIGRATION_Q_00031,Egg Production,Active,DM-PERMIT-00151,2025-01-01,2025-01-15,2024-12-01,1151,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00152,DM-FLOCK-00152,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00032,DEV_MIGRATION_D_00132,DEV_MIGRATION_Q_00032,Egg Production,Active,DM-PERMIT-00152,2025-01-01,2025-01-15,2024-12-01,1152,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00153,DM-FLOCK-00153,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00031,DEV_MIGRATION_D_00031,DEV_MIGRATION_Q_00031,Egg Production,Active,DM-PERMIT-00153,2025-01-01,2025-01-15,2024-12-01,1153,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00154,DM-FLOCK-00154,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00032,DEV_MIGRATION_D_00132,DEV_MIGRATION_Q_00032,Egg Production,Active,DM-PERMIT-00154,2025-01-01,2025-01-15,2024-12-01,1154,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00155,DM-FLOCK-00155,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00031,DEV_MIGRATION_D_00031,DEV_MIGRATION_Q_00031,Egg Production,Active,DM-PERMIT-00155,2025-01-01,2025-01-15,2024-12-01,1155,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00156,DM-FLOCK-00156,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00032,DEV_MIGRATION_D_00132,DEV_MIGRATION_Q_00032,Egg Production,Active,DM-PERMIT-00156,2025-01-01,2025-01-15,2024-12-01,1156,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00157,DM-FLOCK-00157,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00031,DEV_MIGRATION_D_00031,DEV_MIGRATION_Q_00031,Egg Production,Active,DM-PERMIT-00157,2025-01-01,2025-01-15,2024-12-01,1157,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00158,DM-FLOCK-00158,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00032,DEV_MIGRATION_D_00132,DEV_MIGRATION_Q_00032,Egg Production,Active,DM-PERMIT-00158,2025-01-01,2025-01-15,2024-12-01,1158,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00159,DM-FLOCK-00159,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00031,DEV_MIGRATION_D_00031,DEV_MIGRATION_Q_00031,Egg Production,Active,DM-PERMIT-00159,2025-01-01,2025-01-15,2024-12-01,1159,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00160,DM-FLOCK-00160,DEV_MIGRATION_A_00016,DEV_MIGRATION_F_00032,DEV_MIGRATION_D_00132,DEV_MIGRATION_Q_00032,Egg Production,Active,DM-PERMIT-00160,2025-01-01,2025-01-15,2024-12-01,1160,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
