QUOTA_TRANSACTION_ID,TRANSACTION_TYPE,QUOTA_ID,EFFECTIVE_DATE,END_DATE,QUOTA_COUNT,OWNER_ACCOUNT_ID,RELATED_ACCOUNT_ID,RELATED_QUOTA_ID,RELATED_TRANSACTION_ID,PRICE,QUOTA_LEASE_TYPE,COMMENTS
DEV_MIGRATION_QT_00129,Lease In,DEV_MIGRATION_Q_00043,2025-01-01,,229,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00030,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00130,Purchase,DEV_MIGRATION_Q_00044,2025-01-01,,230,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00031,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00131,Sale,DEV_MIGRATION_Q_00044,2025-01-01,,231,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00032,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00132,Lease In,DEV_MIGRATION_Q_00044,2025-01-01,,232,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00033,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00133,Purchase,DEV_MIGRATION_Q_00045,2025-01-01,,233,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00034,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00134,Sale,DEV_MIGRATION_Q_00045,2025-01-01,,234,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00035,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00135,Lease In,DEV_MIGRATION_Q_00045,2025-01-01,,235,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00036,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00136,Purchase,DEV_MIGRATION_Q_00046,2025-01-01,,236,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00037,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00137,Sale,DEV_MIGRATION_Q_00046,2025-01-01,,237,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00038,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00138,Lease In,DEV_MIGRATION_Q_00046,2025-01-01,,238,DEV_MIGRATION_A_00023,DEV_MIGRATION_A_00039,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00139,Purchase,DEV_MIGRATION_Q_00047,2025-01-01,,239,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00040,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00140,Sale,DEV_MIGRATION_Q_00047,2025-01-01,,240,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00041,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00141,Lease In,DEV_MIGRATION_Q_00047,2025-01-01,,241,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00042,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00142,Purchase,DEV_MIGRATION_Q_00048,2025-01-01,,242,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00043,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00143,Sale,DEV_MIGRATION_Q_00048,2025-01-01,,243,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00044,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00144,Lease In,DEV_MIGRATION_Q_00048,2025-01-01,,244,DEV_MIGRATION_A_00024,DEV_MIGRATION_A_00045,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00145,Purchase,DEV_MIGRATION_Q_00049,2025-01-01,,245,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00046,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00146,Sale,DEV_MIGRATION_Q_00049,2025-01-01,,246,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00047,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00147,Lease In,DEV_MIGRATION_Q_00049,2025-01-01,,247,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00048,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00148,Purchase,DEV_MIGRATION_Q_00050,2025-01-01,,248,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00049,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00149,Sale,DEV_MIGRATION_Q_00050,2025-01-01,,249,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00050,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00150,Lease In,DEV_MIGRATION_Q_00050,2025-01-01,,250,DEV_MIGRATION_A_00025,DEV_MIGRATION_A_00001,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00151,Purchase,DEV_MIGRATION_Q_00051,2025-01-01,,251,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00002,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00152,Sale,DEV_MIGRATION_Q_00051,2025-01-01,,252,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00003,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00153,Lease In,DEV_MIGRATION_Q_00051,2025-01-01,,253,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00004,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00154,Purchase,DEV_MIGRATION_Q_00052,2025-01-01,,254,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00005,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00155,Sale,DEV_MIGRATION_Q_00052,2025-01-01,,255,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00006,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00156,Lease In,DEV_MIGRATION_Q_00052,2025-01-01,,256,DEV_MIGRATION_A_00026,DEV_MIGRATION_A_00007,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00157,Purchase,DEV_MIGRATION_Q_00053,2025-01-01,,257,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00008,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00158,Sale,DEV_MIGRATION_Q_00053,2025-01-01,,258,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00009,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00159,Lease In,DEV_MIGRATION_Q_00053,2025-01-01,,259,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00010,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00160,Purchase,DEV_MIGRATION_Q_00054,2025-01-01,,260,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00011,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00161,Sale,DEV_MIGRATION_Q_00054,2025-01-01,,261,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00012,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00162,Lease In,DEV_MIGRATION_Q_00054,2025-01-01,,262,DEV_MIGRATION_A_00027,DEV_MIGRATION_A_00013,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00163,Purchase,DEV_MIGRATION_Q_00055,2025-01-01,,263,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00014,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00164,Sale,DEV_MIGRATION_Q_00055,2025-01-01,,264,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00015,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00165,Lease In,DEV_MIGRATION_Q_00055,2025-01-01,,265,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00016,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00166,Purchase,DEV_MIGRATION_Q_00056,2025-01-01,,266,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00017,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00167,Sale,DEV_MIGRATION_Q_00056,2025-01-01,,267,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00018,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00168,Lease In,DEV_MIGRATION_Q_00056,2025-01-01,,268,DEV_MIGRATION_A_00028,DEV_MIGRATION_A_00019,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00169,Purchase,DEV_MIGRATION_Q_00057,2025-01-01,,269,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00020,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00170,Sale,DEV_MIGRATION_Q_00057,2025-01-01,,270,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00021,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00171,Lease In,DEV_MIGRATION_Q_00057,2025-01-01,,271,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00022,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00172,Purchase,DEV_MIGRATION_Q_00058,2025-01-01,,272,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00023,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00173,Sale,DEV_MIGRATION_Q_00058,2025-01-01,,273,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00024,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00174,Lease In,DEV_MIGRATION_Q_00058,2025-01-01,,274,DEV_MIGRATION_A_00029,DEV_MIGRATION_A_00025,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00175,Purchase,DEV_MIGRATION_Q_00059,2025-01-01,,275,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00026,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00176,Sale,DEV_MIGRATION_Q_00059,2025-01-01,,276,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00027,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00177,Lease In,DEV_MIGRATION_Q_00059,2025-01-01,,277,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00028,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00178,Purchase,DEV_MIGRATION_Q_00060,2025-01-01,,278,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00029,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00179,Sale,DEV_MIGRATION_Q_00060,2025-01-01,,279,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00030,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00180,Lease In,DEV_MIGRATION_Q_00060,2025-01-01,,280,DEV_MIGRATION_A_00030,DEV_MIGRATION_A_00031,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00181,Purchase,DEV_MIGRATION_Q_00061,2025-01-01,,281,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00032,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00182,Sale,DEV_MIGRATION_Q_00061,2025-01-01,,282,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00033,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00183,Lease In,DEV_MIGRATION_Q_00061,2025-01-01,,283,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00034,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00184,Purchase,DEV_MIGRATION_Q_00062,2025-01-01,,284,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00035,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00185,Sale,DEV_MIGRATION_Q_00062,2025-01-01,,285,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00036,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00186,Lease In,DEV_MIGRATION_Q_00062,2025-01-01,,286,DEV_MIGRATION_A_00031,DEV_MIGRATION_A_00037,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00187,Purchase,DEV_MIGRATION_Q_00063,2025-01-01,,287,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00038,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00188,Sale,DEV_MIGRATION_Q_00063,2025-01-01,,288,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00039,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00189,Lease In,DEV_MIGRATION_Q_00063,2025-01-01,,289,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00040,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00190,Purchase,DEV_MIGRATION_Q_00064,2025-01-01,,290,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00041,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00191,Sale,DEV_MIGRATION_Q_00064,2025-01-01,,291,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00042,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00192,Lease In,DEV_MIGRATION_Q_00064,2025-01-01,,292,DEV_MIGRATION_A_00032,DEV_MIGRATION_A_00043,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00193,Purchase,DEV_MIGRATION_Q_00065,2025-01-01,,293,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00044,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00194,Sale,DEV_MIGRATION_Q_00065,2025-01-01,,294,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00045,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00195,Lease In,DEV_MIGRATION_Q_00065,2025-01-01,,295,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00046,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00196,Purchase,DEV_MIGRATION_Q_00066,2025-01-01,,296,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00047,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00197,Sale,DEV_MIGRATION_Q_00066,2025-01-01,,297,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00048,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00198,Lease In,DEV_MIGRATION_Q_00066,2025-01-01,,298,DEV_MIGRATION_A_00033,DEV_MIGRATION_A_00049,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00199,Purchase,DEV_MIGRATION_Q_00067,2025-01-01,,299,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00050,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00200,Sale,DEV_MIGRATION_Q_00067,2025-01-01,,300,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00001,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00201,Lease In,DEV_MIGRATION_Q_00067,2025-01-01,,301,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00002,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00202,Purchase,DEV_MIGRATION_Q_00068,2025-01-01,,302,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00003,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00203,Sale,DEV_MIGRATION_Q_00068,2025-01-01,,303,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00004,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00204,Lease In,DEV_MIGRATION_Q_00068,2025-01-01,,304,DEV_MIGRATION_A_00034,DEV_MIGRATION_A_00005,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00205,Purchase,DEV_MIGRATION_Q_00069,2025-01-01,,305,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00006,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00206,Sale,DEV_MIGRATION_Q_00069,2025-01-01,,306,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00007,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00207,Lease In,DEV_MIGRATION_Q_00069,2025-01-01,,307,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00008,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00208,Purchase,DEV_MIGRATION_Q_00070,2025-01-01,,308,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00009,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00209,Sale,DEV_MIGRATION_Q_00070,2025-01-01,,309,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00010,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00210,Lease In,DEV_MIGRATION_Q_00070,2025-01-01,,310,DEV_MIGRATION_A_00035,DEV_MIGRATION_A_00011,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00211,Purchase,DEV_MIGRATION_Q_00071,2025-01-01,,311,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00012,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00212,Sale,DEV_MIGRATION_Q_00071,2025-01-01,,312,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00013,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00213,Lease In,DEV_MIGRATION_Q_00071,2025-01-01,,313,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00014,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00214,Purchase,DEV_MIGRATION_Q_00072,2025-01-01,,314,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00015,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00215,Sale,DEV_MIGRATION_Q_00072,2025-01-01,,315,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00016,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00216,Lease In,DEV_MIGRATION_Q_00072,2025-01-01,,316,DEV_MIGRATION_A_00036,DEV_MIGRATION_A_00017,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00217,Purchase,DEV_MIGRATION_Q_00073,2025-01-01,,317,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00018,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00218,Sale,DEV_MIGRATION_Q_00073,2025-01-01,,318,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00019,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00219,Lease In,DEV_MIGRATION_Q_00073,2025-01-01,,319,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00020,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00220,Purchase,DEV_MIGRATION_Q_00074,2025-01-01,,320,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00021,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00221,Sale,DEV_MIGRATION_Q_00074,2025-01-01,,321,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00022,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00222,Lease In,DEV_MIGRATION_Q_00074,2025-01-01,,322,DEV_MIGRATION_A_00037,DEV_MIGRATION_A_00023,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00223,Purchase,DEV_MIGRATION_Q_00075,2025-01-01,,323,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00024,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00224,Sale,DEV_MIGRATION_Q_00075,2025-01-01,,324,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00025,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00225,Lease In,DEV_MIGRATION_Q_00075,2025-01-01,,325,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00026,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00226,Purchase,DEV_MIGRATION_Q_00076,2025-01-01,,326,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00027,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00227,Sale,DEV_MIGRATION_Q_00076,2025-01-01,,327,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00028,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00228,Lease In,DEV_MIGRATION_Q_00076,2025-01-01,,328,DEV_MIGRATION_A_00038,DEV_MIGRATION_A_00029,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00229,Purchase,DEV_MIGRATION_Q_00077,2025-01-01,,329,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00030,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00230,Sale,DEV_MIGRATION_Q_00077,2025-01-01,,330,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00031,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00231,Lease In,DEV_MIGRATION_Q_00077,2025-01-01,,331,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00032,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00232,Purchase,DEV_MIGRATION_Q_00078,2025-01-01,,332,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00033,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00233,Sale,DEV_MIGRATION_Q_00078,2025-01-01,,333,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00034,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00234,Lease In,DEV_MIGRATION_Q_00078,2025-01-01,,334,DEV_MIGRATION_A_00039,DEV_MIGRATION_A_00035,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00235,Purchase,DEV_MIGRATION_Q_00079,2025-01-01,,335,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00036,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00236,Sale,DEV_MIGRATION_Q_00079,2025-01-01,,336,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00037,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00237,Lease In,DEV_MIGRATION_Q_00079,2025-01-01,,337,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00038,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00238,Purchase,DEV_MIGRATION_Q_00080,2025-01-01,,338,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00039,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00239,Sale,DEV_MIGRATION_Q_00080,2025-01-01,,339,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00040,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00240,Lease In,DEV_MIGRATION_Q_00080,2025-01-01,,340,DEV_MIGRATION_A_00040,DEV_MIGRATION_A_00041,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00241,Purchase,DEV_MIGRATION_Q_00081,2025-01-01,,341,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00042,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00242,Sale,DEV_MIGRATION_Q_00081,2025-01-01,,342,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00043,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00243,Lease In,DEV_MIGRATION_Q_00081,2025-01-01,,343,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00044,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00244,Purchase,DEV_MIGRATION_Q_00082,2025-01-01,,344,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00045,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00245,Sale,DEV_MIGRATION_Q_00082,2025-01-01,,345,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00046,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00246,Lease In,DEV_MIGRATION_Q_00082,2025-01-01,,346,DEV_MIGRATION_A_00041,DEV_MIGRATION_A_00047,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00247,Purchase,DEV_MIGRATION_Q_00083,2025-01-01,,347,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00048,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00248,Sale,DEV_MIGRATION_Q_00083,2025-01-01,,348,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00049,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00249,Lease In,DEV_MIGRATION_Q_00083,2025-01-01,,349,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00050,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00250,Purchase,DEV_MIGRATION_Q_00084,2025-01-01,,350,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00001,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00251,Sale,DEV_MIGRATION_Q_00084,2025-01-01,,351,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00002,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00252,Lease In,DEV_MIGRATION_Q_00084,2025-01-01,,352,DEV_MIGRATION_A_00042,DEV_MIGRATION_A_00003,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00253,Purchase,DEV_MIGRATION_Q_00085,2025-01-01,,353,DEV_MIGRATION_A_00043,DEV_MIGRATION_A_00004,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00254,Sale,DEV_MIGRATION_Q_00085,2025-01-01,,354,DEV_MIGRATION_A_00043,DEV_MIGRATION_A_00005,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00255,Lease In,DEV_MIGRATION_Q_00085,2025-01-01,,355,DEV_MIGRATION_A_00043,DEV_MIGRATION_A_00006,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00256,Purchase,DEV_MIGRATION_Q_00086,2025-01-01,,356,DEV_MIGRATION_A_00043,DEV_MIGRATION_A_00007,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00257,Sale,DEV_MIGRATION_Q_00086,2025-01-01,,357,DEV_MIGRATION_A_00043,DEV_MIGRATION_A_00008,,,"1,234.50",Fixed Term,Fictional quota activity.
