FLOCK_TRANSACTION_ID,FLOCK_ID,TRANSACTION_TYPE,QUANTITY,TRANSACTION_DATE,NOTES
DEV_MIGRATION_FT_00484,DEV_MIGRATION_FL_00121,Sale,109,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00485,DEV_MIGRATION_FL_00122,Count,110,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00486,DEV_MIGRATION_FL_00122,Delivery,111,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00487,DEV_MIGRATION_FL_00122,Removal,112,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00488,DEV_MIGRATION_FL_00122,Sale,113,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00489,DEV_MIGRATION_FL_00123,Count,114,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00490,DEV_MIGRATION_FL_00123,Delivery,115,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00491,DEV_MIGRATION_FL_00123,Removal,116,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00492,DEV_MIGRATION_FL_00123,Sale,117,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00493,DEV_MIGRATION_FL_00124,Count,118,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00494,DEV_MIGRATION_FL_00124,Delivery,119,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00495,DEV_MIGRATION_FL_00124,Removal,120,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00496,DEV_MIGRATION_FL_00124,Sale,121,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00497,DEV_MIGRATION_FL_00125,Count,122,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00498,DEV_MIGRATION_FL_00125,Delivery,123,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00499,DEV_MIGRATION_FL_00125,Removal,124,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00500,DEV_MIGRATION_FL_00125,Sale,100,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00501,DEV_MIGRATION_FL_00126,Count,101,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00502,DEV_MIGRATION_FL_00126,Delivery,102,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00503,DEV_MIGRATION_FL_00126,Removal,103,2025-11-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00504,DEV_MIGRATION_FL_00126,Sale,104,2025-12-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00505,DEV_MIGRATION_FL_00127,Count,105,2025-01-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00506,DEV_MIGRATION_FL_00127,Delivery,106,2025-02-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00507,DEV_MIGRATION_FL_00127,Removal,107,2025-03-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00508,DEV_MIGRATION_FL_00127,Sale,108,2025-04-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00509,DEV_MIGRATION_FL_00128,Count,109,2025-05-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00510,DEV_MIGRATION_FL_00128,Delivery,110,2025-06-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00511,DEV_MIGRATION_FL_00128,Removal,111,2025-07-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00512,DEV_MIGRATION_FL_00128,Sale,112,2025-08-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00513,DEV_MIGRATION_FL_00129,Count,113,2025-09-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00514,DEV_MIGRATION_FL_00129,Delivery,114,2025-10-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00515,DEV_MIGRATION_FL_00129,Removal,115,2025-11-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00516,DEV_MIGRATION_FL_00129,Sale,116,2025-12-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00517,DEV_MIGRATION_FL_00130,Count,117,2025-01-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00518,DEV_MIGRATION_FL_00130,Delivery,118,2025-02-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00519,DEV_MIGRATION_FL_00130,Removal,119,2025-03-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00520,DEV_MIGRATION_FL_00130,Sale,120,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00521,DEV_MIGRATION_FL_00131,Count,121,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00522,DEV_MIGRATION_FL_00131,Delivery,122,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00523,DEV_MIGRATION_FL_00131,Removal,123,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00524,DEV_MIGRATION_FL_00131,Sale,124,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00525,DEV_MIGRATION_FL_00132,Count,100,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00526,DEV_MIGRATION_FL_00132,Delivery,101,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00527,DEV_MIGRATION_FL_00132,Removal,102,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00528,DEV_MIGRATION_FL_00132,Sale,103,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00529,DEV_MIGRATION_FL_00133,Count,104,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00530,DEV_MIGRATION_FL_00133,Delivery,105,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00531,DEV_MIGRATION_FL_00133,Removal,106,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00532,DEV_MIGRATION_FL_00133,Sale,107,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00533,DEV_MIGRATION_FL_00134,Count,108,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00534,DEV_MIGRATION_FL_00134,Delivery,109,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00535,DEV_MIGRATION_FL_00134,Removal,110,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00536,DEV_MIGRATION_FL_00134,Sale,111,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00537,DEV_MIGRATION_FL_00135,Count,112,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00538,DEV_MIGRATION_FL_00135,Delivery,113,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00539,DEV_MIGRATION_FL_00135,Removal,114,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00540,DEV_MIGRATION_FL_00135,Sale,115,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00541,DEV_MIGRATION_FL_00136,Count,116,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00542,DEV_MIGRATION_FL_00136,Delivery,117,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00543,DEV_MIGRATION_FL_00136,Removal,118,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00544,DEV_MIGRATION_FL_00136,Sale,119,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00545,DEV_MIGRATION_FL_00137,Count,120,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00546,DEV_MIGRATION_FL_00137,Delivery,121,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00547,DEV_MIGRATION_FL_00137,Removal,122,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00548,DEV_MIGRATION_FL_00137,Sale,123,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00549,DEV_MIGRATION_FL_00138,Count,124,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00550,DEV_MIGRATION_FL_00138,Delivery,100,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00551,DEV_MIGRATION_FL_00138,Removal,101,2025-11-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00552,DEV_MIGRATION_FL_00138,Sale,102,2025-12-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00553,DEV_MIGRATION_FL_00139,Count,103,2025-01-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00554,DEV_MIGRATION_FL_00139,Delivery,104,2025-02-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00555,DEV_MIGRATION_FL_00139,Removal,105,2025-03-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00556,DEV_MIGRATION_FL_00139,Sale,106,2025-04-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00557,DEV_MIGRATION_FL_00140,Count,107,2025-05-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00558,DEV_MIGRATION_FL_00140,Delivery,108,2025-06-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00559,DEV_MIGRATION_FL_00140,Removal,109,2025-07-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00560,DEV_MIGRATION_FL_00140,Sale,110,2025-08-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00561,DEV_MIGRATION_FL_00141,Count,111,2025-09-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00562,DEV_MIGRATION_FL_00141,Delivery,112,2025-10-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00563,DEV_MIGRATION_FL_00141,Removal,113,2025-11-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00564,DEV_MIGRATION_FL_00141,Sale,114,2025-12-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00565,DEV_MIGRATION_FL_00142,Count,115,2025-01-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00566,DEV_MIGRATION_FL_00142,Delivery,116,2025-02-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00567,DEV_MIGRATION_FL_00142,Removal,117,2025-03-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00568,DEV_MIGRATION_FL_00142,Sale,118,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00569,DEV_MIGRATION_FL_00143,Count,119,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00570,DEV_MIGRATION_FL_00143,Delivery,120,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00571,DEV_MIGRATION_FL_00143,Removal,121,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00572,DEV_MIGRATION_FL_00143,Sale,122,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00573,DEV_MIGRATION_FL_00144,Count,123,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00574,DEV_MIGRATION_FL_00144,Delivery,124,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00575,DEV_MIGRATION_FL_00144,Removal,100,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00576,DEV_MIGRATION_FL_00144,Sale,101,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00577,DEV_MIGRATION_FL_00145,Count,102,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00578,DEV_MIGRATION_FL_00145,Delivery,103,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00579,DEV_MIGRATION_FL_00145,Removal,104,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00580,DEV_MIGRATION_FL_00145,Sale,105,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00581,DEV_MIGRATION_FL_00146,Count,106,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00582,DEV_MIGRATION_FL_00146,Delivery,107,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00583,DEV_MIGRATION_FL_00146,Removal,108,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00584,DEV_MIGRATION_FL_00146,Sale,109,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00585,DEV_MIGRATION_FL_00147,Count,110,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00586,DEV_MIGRATION_FL_00147,Delivery,111,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00587,DEV_MIGRATION_FL_00147,Removal,112,2025-11-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00588,DEV_MIGRATION_FL_00147,Sale,113,2025-12-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00589,DEV_MIGRATION_FL_00148,Count,114,2025-01-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00590,DEV_MIGRATION_FL_00148,Delivery,115,2025-02-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00591,DEV_MIGRATION_FL_00148,Removal,116,2025-03-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00592,DEV_MIGRATION_FL_00148,Sale,117,2025-04-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00593,DEV_MIGRATION_FL_00149,Count,118,2025-05-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00594,DEV_MIGRATION_FL_00149,Delivery,119,2025-06-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00595,DEV_MIGRATION_FL_00149,Removal,120,2025-07-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00596,DEV_MIGRATION_FL_00149,Sale,121,2025-08-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00597,DEV_MIGRATION_FL_00150,Count,122,2025-09-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00598,DEV_MIGRATION_FL_00150,Delivery,123,2025-10-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00599,DEV_MIGRATION_FL_00150,Removal,124,2025-11-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00600,DEV_MIGRATION_FL_00150,Sale,100,2025-12-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00601,DEV_MIGRATION_FL_00151,Count,101,2025-01-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00602,DEV_MIGRATION_FL_00151,Delivery,102,2025-02-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00603,DEV_MIGRATION_FL_00151,Removal,103,2025-03-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00604,DEV_MIGRATION_FL_00151,Sale,104,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00605,DEV_MIGRATION_FL_00152,Count,105,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00606,DEV_MIGRATION_FL_00152,Delivery,106,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00607,DEV_MIGRATION_FL_00152,Removal,107,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00608,DEV_MIGRATION_FL_00152,Sale,108,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00609,DEV_MIGRATION_FL_00153,Count,109,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00610,DEV_MIGRATION_FL_00153,Delivery,110,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00611,DEV_MIGRATION_FL_00153,Removal,111,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00612,DEV_MIGRATION_FL_00153,Sale,112,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00613,DEV_MIGRATION_FL_00154,Count,113,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00614,DEV_MIGRATION_FL_00154,Delivery,114,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00615,DEV_MIGRATION_FL_00154,Removal,115,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00616,DEV_MIGRATION_FL_00154,Sale,116,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00617,DEV_MIGRATION_FL_00155,Count,117,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00618,DEV_MIGRATION_FL_00155,Delivery,118,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00619,DEV_MIGRATION_FL_00155,Removal,119,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00620,DEV_MIGRATION_FL_00155,Sale,120,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00621,DEV_MIGRATION_FL_00156,Count,121,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00622,DEV_MIGRATION_FL_00156,Delivery,122,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00623,DEV_MIGRATION_FL_00156,Removal,123,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00624,DEV_MIGRATION_FL_00156,Sale,124,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00625,DEV_MIGRATION_FL_00157,Count,100,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00626,DEV_MIGRATION_FL_00157,Delivery,101,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00627,DEV_MIGRATION_FL_00157,Removal,102,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00628,DEV_MIGRATION_FL_00157,Sale,103,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00629,DEV_MIGRATION_FL_00158,Count,104,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00630,DEV_MIGRATION_FL_00158,Delivery,105,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00631,DEV_MIGRATION_FL_00158,Removal,106,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00632,DEV_MIGRATION_FL_00158,Sale,107,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00633,DEV_MIGRATION_FL_00159,Count,108,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00634,DEV_MIGRATION_FL_00159,Delivery,109,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00635,DEV_MIGRATION_FL_00159,Removal,110,2025-11-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00636,DEV_MIGRATION_FL_00159,Sale,111,2025-12-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00637,DEV_MIGRATION_FL_00160,Count,112,2025-01-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00638,DEV_MIGRATION_FL_00160,Delivery,113,2025-02-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00639,DEV_MIGRATION_FL_00160,Removal,114,2025-03-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00640,DEV_MIGRATION_FL_00160,Sale,115,2025-04-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00641,DEV_MIGRATION_FL_00161,Count,116,2025-05-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00642,DEV_MIGRATION_FL_00161,Delivery,117,2025-06-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00643,DEV_MIGRATION_FL_00161,Removal,118,2025-07-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00644,DEV_MIGRATION_FL_00161,Sale,119,2025-08-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00645,DEV_MIGRATION_FL_00162,Count,120,2025-09-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00646,DEV_MIGRATION_FL_00162,Delivery,121,2025-10-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00647,DEV_MIGRATION_FL_00162,Removal,122,2025-11-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00648,DEV_MIGRATION_FL_00162,Sale,123,2025-12-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00649,DEV_MIGRATION_FL_00163,Count,124,2025-01-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00650,DEV_MIGRATION_FL_00163,Delivery,100,2025-02-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00651,DEV_MIGRATION_FL_00163,Removal,101,2025-03-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00652,DEV_MIGRATION_FL_00163,Sale,102,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00653,DEV_MIGRATION_FL_00164,Count,103,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00654,DEV_MIGRATION_FL_00164,Delivery,104,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00655,DEV_MIGRATION_FL_00164,Removal,105,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00656,DEV_MIGRATION_FL_00164,Sale,106,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00657,DEV_MIGRATION_FL_00165,Count,107,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00658,DEV_MIGRATION_FL_00165,Delivery,108,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00659,DEV_MIGRATION_FL_00165,Removal,109,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00660,DEV_MIGRATION_FL_00165,Sale,110,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00661,DEV_MIGRATION_FL_00166,Count,111,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00662,DEV_MIGRATION_FL_00166,Delivery,112,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00663,DEV_MIGRATION_FL_00166,Removal,113,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00664,DEV_MIGRATION_FL_00166,Sale,114,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00665,DEV_MIGRATION_FL_00167,Count,115,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00666,DEV_MIGRATION_FL_00167,Delivery,116,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00667,DEV_MIGRATION_FL_00167,Removal,117,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00668,DEV_MIGRATION_FL_00167,Sale,118,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00669,DEV_MIGRATION_FL_00168,Count,119,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00670,DEV_MIGRATION_FL_00168,Delivery,120,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00671,DEV_MIGRATION_FL_00168,Removal,121,2025-11-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00672,DEV_MIGRATION_FL_00168,Sale,122,2025-12-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00673,DEV_MIGRATION_FL_00169,Count,123,2025-01-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00674,DEV_MIGRATION_FL_00169,Delivery,124,2025-02-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00675,DEV_MIGRATION_FL_00169,Removal,100,2025-03-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00676,DEV_MIGRATION_FL_00169,Sale,101,2025-04-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00677,DEV_MIGRATION_FL_00170,Count,102,2025-05-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00678,DEV_MIGRATION_FL_00170,Delivery,103,2025-06-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00679,DEV_MIGRATION_FL_00170,Removal,104,2025-07-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00680,DEV_MIGRATION_FL_00170,Sale,105,2025-08-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00681,DEV_MIGRATION_FL_00171,Count,106,2025-09-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00682,DEV_MIGRATION_FL_00171,Delivery,107,2025-10-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00683,DEV_MIGRATION_FL_00171,Removal,108,2025-11-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00684,DEV_MIGRATION_FL_00171,Sale,109,2025-12-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00685,DEV_MIGRATION_FL_00172,Count,110,2025-01-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00686,DEV_MIGRATION_FL_00172,Delivery,111,2025-02-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00687,DEV_MIGRATION_FL_00172,Removal,112,2025-03-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00688,DEV_MIGRATION_FL_00172,Sale,113,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00689,DEV_MIGRATION_FL_00173,Count,114,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00690,DEV_MIGRATION_FL_00173,Delivery,115,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00691,DEV_MIGRATION_FL_00173,Removal,116,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_00692,DEV_MIGRATION_FL_00173,Sale,117,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_00693,DEV_MIGRATION_FL_00174,Count,118,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_00694,DEV_MIGRATION_FL_00174,Delivery,119,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_00695,DEV_MIGRATION_FL_00174,Removal,120,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_00696,DEV_MIGRATION_FL_00174,Sale,121,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_00697,DEV_MIGRATION_FL_00175,Count,122,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_00698,DEV_MIGRATION_FL_00175,Delivery,123,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_00699,DEV_MIGRATION_FL_00175,Removal,124,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_00700,DEV_MIGRATION_FL_00175,Sale,100,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_00701,DEV_MIGRATION_FL_00176,Count,101,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_00702,DEV_MIGRATION_FL_00176,Delivery,102,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_00703,DEV_MIGRATION_FL_00176,Removal,103,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_00704,DEV_MIGRATION_FL_00176,Sale,104,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_00705,DEV_MIGRATION_FL_00177,Count,105,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_00706,DEV_MIGRATION_FL_00177,Delivery,106,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_00707,DEV_MIGRATION_FL_00177,Removal,107,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_00708,DEV_MIGRATION_FL_00177,Sale,108,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_00709,DEV_MIGRATION_FL_00178,Count,109,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_00710,DEV_MIGRATION_FL_00178,Delivery,110,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_00711,DEV_MIGRATION_FL_00178,Removal,111,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_00712,DEV_MIGRATION_FL_00178,Sale,112,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_00713,DEV_MIGRATION_FL_00179,Count,113,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_00714,DEV_MIGRATION_FL_00179,Delivery,114,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_00715,DEV_MIGRATION_FL_00179,Removal,115,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_00716,DEV_MIGRATION_FL_00179,Sale,116,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_00717,DEV_MIGRATION_FL_00180,Count,117,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_00718,DEV_MIGRATION_FL_00180,Delivery,118,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_00719,DEV_MIGRATION_FL_00180,Removal,119,2025-11-19,Fictional transaction fixture.
